ParlaMint-GB_2018-01-26-lords.u1	That the Bill be now read a second time.
ParlaMint-GB_2018-01-26-lords.u2	My Lords, I beg to move that this Bill be now read a second time This Bill is designed to afford protection to those in healthcare who object on grounds of conscience to being asked to participate in end-of-life treatment. It is about a human right: the right to freedom of belief, religion and conscience. There have always been those who, when faced with a call to participate or engage in end-of-life treatment, object to so doing. Conscientious objection was first provided for in the United Kingdom in 1757 If we think back, 100 years ago on this day, our country and the world were at war, but even at that most parlous time 16,000 men were excused from conscription to military service on grounds of conscience. Some, such as Quakers, did so because of their religious beliefs. Others, such as radical socialists, did so out of political principle During World War II, we accommodated 60,000 registered conscientious objectors. That was not easy for them—maybe some would say it was not easy for others who fought. It was not simple but it was possible to accommodate conscientious objection. The United Kingdom, therefore, has a long and proud record of recognition of rights of conscience and respect for conscience. It is a principle recognised in international law as well as in our domestic legislation. In 2011, the European Court of Human Rights interpreted the Article 9 right to “freedom … to manifest … belief” to include conscientious objection and overturned the conviction of an Armenian Jehovah’s Witness for his refusal to perform military service at a time when there was no other option available to him As respect for conscience applies to those who refuse to participate in the taking of life in war, so it has been applied to those who refuse to be involved in what they see as the taking of life through healthcare practice. In 1967, when the UK legislated to decriminalise abortion in certain circumstances, provision was made for conscientious objection because it was understood that what was being made legal was regarded by some as the taking of life. Were it not so, there would have been no need for protection of conscience. In 1990, when the Human Fertilisation and Embryology Act was passed, there was again limited provision for conscientious objection, and in every instance in which your Lordships’ House has discussed assisted dying there has been provision for conscientious objection. Where conscientious objection is permitted, it is not absolute. Medical practitioners must assist to save life or to prevent grave or permanent injury. It is a complex field. Some have statutory rights. Some, like GPs, have contractual rights not to engage, but it is a contractual right, not a statutory right, and some have no rights at all Why does it matter anyway? Professor Dan Brock, a leading bioethicist at Harvard, describes conscience as the basis of an individual’s moral integrity, saying that it defines who, at least morally speaking, the person is. Maintaining moral integrity, he asserts, requires that a person does not violate their moral commitments. That is why we allow conscientious objection in healthcare so that people can maintain their moral integrity, without which major health and other problems will almost inevitably emerge. Through conscience, each of us decides whether an action is right or not. As Dr Sara Fovargue and Dr Mary Neal state, conscience is fundamental to moral agency and a proper feature of all areas of human endeavour, including professional practice. The provision of medical services, of course, is never value-free. Healthcare practitioners make moral judgments all day, every day, and these are often very difficult judgments In 2010, when the Equality Act was passed, freedom of religion or belief was accorded protected characteristic status, like sex, age and disability. Protection from discrimination and exclusion, on grounds of religion or belief is provided for in Section 10 of that Act, which defines religion and belief as, “any religious or philosophical belief and a reference to belief includes a … lack of belief” Conscience is not the preserve of the religious. Those who think that it is wrong to end human life do so for many reasons: scientific, philosophical, religious and other beliefs. The right to conscientious objection exists as a protection for medical professionals from the moral injury of being involved in actions that they believe destroy life. It exists, too, for the protection of patients who can believe that the professionals looking after them can act in accord with their conscience. Conscientious objection operates at the margin of medical treatment, where the duty to do no harm moves to accommodate positive action to end life It is not just domestic law that recognises the right of conscientious objection. The Council of Europe’s Parliamentary Assembly adopted Resolution 1763 affirming the right of conscientious objection for medical professionals. This resolution states: “No person, hospital or institution shall be coerced, held liable or discriminated against in any manner because of a refusal to perform, accommodate, assist or submit to an abortion” It is non-binding but it reaffirms the normative understanding of freedom of conscience Society has changed, and the law has been interpreted differently in the United Kingdom. In 2014, the case of Greater Glasgow Health Board v Doogan and Another was heard by the Supreme Court. In this case, two senior midwives conscientiously objected to having to delegate tasks to, supervise or support those directly involved in abortion. They had been able to assert this right of conscientious objection for their whole nursing careers—which started very shortly after the Act was passed—until an amalgamation of hospitals led to their being required to do this work. Ultimately they could not, in conscience, have any role in the provision of abortion. Those skilled, compassionate, experienced midwives were unable to continue to serve as midwives, doing what they had done all their professional lives: helping women through the sometimes difficult process of carrying and bearing a child. I know that is difficult; anybody who has carried a child knows the sensitivities attached to it. Those good women were lost to the profession because the Supreme Court decided that indirect roles taken by nurses and midwives were excluded from protection under Section 4 of the Abortion Act It cannot be consistent with conscience to say, “I cannot do this, but I will order you to do it”. If one delegates, supervises or supports an activity, one is not unreasonable in concluding that one shares moral responsibility for what happens There is a lot of evidence that medical professionals are suffering serious disadvantage and discrimination for their beliefs. A 2016 ad hoc cross-party inquiry specifically into freedom of conscience in abortion provision received many accounts from medical professionals who had experienced discrimination in their work life due to their beliefs. I have heard so many stories of young doctors and nurses contemplating their future who have decided that although they would dearly love to be involved in obstetrics and gynaecology, and even though they are energised and feel vocationally called to the medicine of helping women through conception and childbirth, they nevertheless cannot do it because they could not, in conscience, kill an unborn child That is why I have introduced the Bill. Its provisions seek to affirm as a matter of statute that no one shall be under any duty to participate in activities they believe involve the taking of human life, either in the withdrawal of life-sustaining treatment or in any activity authorised by the 1967 or 1990 Acts. Such a reform would re-establish legal protection for medical conscientious objectors and reaffirm the Article 9 rights of healthcare workers. It would give reality to the protections afforded in the Equality Act There is a serious shortage of healthcare professionals; we are having to bring doctors and nurses from abroad. We spent £100 million bringing 3,000 GPs from other countries here this year, we are short of 3,500 midwives, and in 2016, according to the Royal College of Midwives, we spent nearly £100 million on agency nurses. There is a problem. Many young doctors, midwives and other healthcare professionals are leaving the UK. There are many reasons for this, but one of them is that those who labour at the coalface cannot engage in certain activities. We invest in their training; we need their skills—it is time to accommodate them I emphasise again that the Bill is not about reducing access to termination of pregnancy or to the withdrawal of life-sustaining treatment. It would simply mean that healthcare workers, of many different kinds, in registering their objection to the procedures defined under the Bill on appointment to a role, must be reasonably accommodated by those managing them so that they may work without involvement in those areas. Some 68% of abortions—126,000—are NHS-funded but provided by private companies. Some 2% are privately funded, and 30% take place in NHS hospitals, alongside all the other obstetrics and gynaecological procedures. Ninety-two per cent of abortions in 2016—some 170,000—were carried out at under 13 weeks’ gestation. Increasingly, these are medical abortions, involving the use of medication. That gives rise to the necessity to protect the rights of conscience of both GPs and pharmacists not to provide these services. That is what the Bill seeks to do The NHS could accommodate the number of conscientious objectors rather than forcing staff for economic or other reasons to engage in procedures which those staff simply, for reasons of conscience, cannot do. Reasonable accommodation of conscientious objection is a matter of liberty and equality—of individual freedom and social inclusion. That is why this is important and timely legislation I have heard that there is widespread support for the Bill. I know it has attracted support from all sides of this House and from the Commons. I hope that in moving it through Second Reading we will enhance the quality of the service provided to all our people and the environment in which healthcare professionals work. I beg to move.
ParlaMint-GB_2018-01-26-lords.u3	My Lords, I fail to recognise the NHS and the healthcare system in this country that the noble Baroness has just described. I do not believe that there are shoals of professionals in this country who feel that their rights are insufficiently represented by current law. The existing provision for healthcare professionals to object on the grounds of conscience in certain well-defined circumstances is sensible and balanced, and the Bill is unnecessary and potentially dangerous I very much respect the concerns of healthcare professionals to decline to participate in a hands-on capacity in specific medical activities, for two reasons. First, they have that right to act in line with their beliefs. Secondly, however, in these often complex and vulnerable situations, where patients themselves have had to make difficult decisions about abortion, IVF or end-of-life care, those patients deserve to be treated by professionals who respect their treatment decisions. It is therefore important that healthcare professionals have a proper right to conscientiously object. That is allowed for in the current legislation and in the guidance issued by the General Medical Council, the Nursing and Midwifery Council, and in current employment law and the Human Rights Act But patients have important rights, too, and the Bill would threaten the very principle of respect for the wishes of the patient and their right to exercise choice. This must not happen. If I were being brutal, the Bill could be seen as a tactic to allow campaigning healthcare professionals to undermine legitimate—indeed, vital—patient choices. I will focus on three areas. First, on employment law, the Bill has provisions for the employer not to “discriminate against or victimise” an employee for invoking conscientious objection, including on their terms of employment; their opportunities for promotion, transfer or training; dismissal; or by subjecting individuals to any other detriment. That looks unobjectionable—motherhood and apple pie—but it is unnecessary because existing employment and human rights law already defends the rights of employees in those circumstances. I believe we hear of only very few cases that come to law where individuals appear to have been discriminated against because there are only comparatively few cases The Bill’s changes to the provisions have the potential to undermine the “occupational requirement” exemption under the Equality Act 2010, which, for example, allows an oncology ward not to employ a palliative care nurse who, due to their beliefs, has a conscientious objection to caring for patients whose life-sustaining treatment is, by agreement with the patient and the family, being withdrawn. The provisions in the Bill to extend the right of objection by healthcare professionals to activities required to prepare for or support the activities that are the subject of the Bill would exacerbate this risk even more, in that we could see a situation where a range of healthcare professionals dotted across the healthcare system and the care pathway, in delegating, supervising and planning entire aspects of healthcare and exercising their conscience, could make it impossible for the patient to achieve their rights, and the employer would have no ability to prevent that My second point is that the Bill lays no obligation on the objecting professional to refer the patient to someone else for the care they need and are entitled to. Some patients who are less informed about their entitlements and more vulnerable patients could simply fail to secure a service that they should have received. This inequity is unacceptable The third issue I want to cover is scope. Extending the scope of conscientious objection puts us on a path towards allowing some healthcare professionals to opt out of providing even basic end-of-life care. It elevates a healthcare professional’s important personal beliefs above their duty to the patient, putting the needs and wishes of the patient last. It is the very opposite of patient-centred care We know that 68% of Britons want more control over decisions about their health, as the 2017 Ipsos Global Trends survey showed very clearly. We know that 82% of UK citizens do not want doctors to make decisions about end-of-life treatment on their behalf. The Royal College of Physicians, the National Institute for Health and Care Excellence and the Parliamentary and Health Service Ombudsman have recognised that more needs to be done to support dying people, particularly in exercising their right to make the decisions that are right for them. Therefore, I believe that the Bill is impracticable I entirely respect the concern of the noble Baroness, Lady O’Loan, about the ability of healthcare professionals to exercise conscientious objection, but I believe that the balance between the rights of the healthcare professional and the rights of the patient would be fatally skewed by the Bill. Just last week, the US Administration announced plans for a “conscience and religious freedom” division with the Department of Health and Human Services, together with new rules that would dramatically expand the ability of healthcare institutions and workers to refuse to provide medical care on the basis of conscientious objection. We are not Trump-land. Our current laws, rightly, put the needs of patients at the centre. That is what our healthcare system is for. I urge my fellow Peers to reject this Bill.
ParlaMint-GB_2018-01-26-lords.u4	My Lords, I am pleased to speak in support of the Bill. The issue that it raises is simple: if someone objects to abortion or assisted dying on grounds of conscience, how far should they be entitled to opt out? The issue is simple but the solution is difficult The Supreme Court held that, as a matter of construction, the conscience clause provisions of the Abortion Act 1967 should be interpreted narrowly so that Mary Doogan was not entitled to refuse to help facilitate abortions by organising other nurses for the purpose of providing abortions. The aim of this Bill is to change the wording so that freedom of conscience can be invoked as a ground for refusing to do acts which are less directly connected to the abortion than is presently the case. I think that that is a good thing and I shall endeavour to explain why The first reason is that a significant number of dedicated healthcare professionals have profound moral objections to both abortion and assisted suicide. The role of the state is not to sit in judgment on those moral objections: it is not the state’s role to coerce people into acting against their conscience. Therefore, it is a good and reasonable thing that the state should make the conscientious objection provision sufficiently broad to excuse acts which genuinely offend the conscience. The state should err on the side of respecting conscience, rather than placing valuable medical and nursing staff in a position where they have to choose between their vocation and their conscience I had a number of friends who, when applying for consultant posts in obstetrics, would be asked, “Are you prepared to take your share of the abortions?”. If they said yes, they were considered for the appointment. If, on the other hand, they said, “Yes, I’m prepared to take my share of the abortions within the 1967 Act”, they were not considered for the consultant post and many of them had to emigrate. They were very good clinicians and it was a great loss The second reason I support the Bill is that there is no evidence whatever that, if the Bill is passed, it will detrimentally affect anyone seeking an abortion The third reason I support it is that it is both unwise and unnecessary to force medics and nurses to act against their conscience in any sphere whatever. If we train them to do that in one sphere of work, we have only ourselves to blame if they do it in other aspects of their work. For those reasons, I support the Bill.
ParlaMint-GB_2018-01-26-lords.u5	My Lords, I am always sorry to disagree with my noble friend Lady O’Loan but I fear that I cannot support this Bill. Of course, all of us will agree that proper account should be taken of a person’s conscientious objection to participation in medical treatments which, they believe, offend against the principle of the sanctity of life. But what amounts to participation? How wide should this statutory exemption go? The treatments or non-treatments here under consideration variously relate to the withdrawal of life-sustaining treatment, to fertility treatments and to treatments directed at the termination of pregnancies. It is on the last of these—abortion—that I want to focus principally, in particular on the 2014 unanimous decision of the Supreme Court in the case of Doogan In her article in last week’s House magazine, the noble Baroness said of Doogan that the Supreme Court, “interpreted ‘participation’ in the Abortion Act’s conscience clause to only mean direct performance. All right for surgeons, but this meant that nurses and midwives who conscientiously object to material involvement enabling the procedure were stripped of formal statutory protections” A little later in the article, she suggested that her Bill would, “re-establish legal protections for medical conscientious objectors, and re-affirm the Article 9 rights of healthcare workers” I profoundly disagree with that analysis of the Doogan case and I want to make three basic points First, there is simply no question of Doogan having in any way changed the law on the rights of conscientious objection in this context, and no question therefore of today’s Bill “re-establishing” or “re-affirming” anything. The Supreme Court was simply construing Section 4(1), the conscience clause, in the Abortion Act 1967 on the ordinary principles of construction, declining to give it either a particularly wide or a particularly narrow meaning. On this construction they held that the two practitioners—experienced midwives employed as labour ward co-ordinators—were exempted by the conscience clause from many of the tasks involved in that role, including any medical and nursing care connected with the purpose of undergoing labour and giving birth; but they are not exempted from the managerial and supervisory tasks carried out by ward co-ordinators, such as booking patients into the ward, allocating staff to patients and communicating with other professionals—for example, paging anaesthetists The full, careful and compelling judgment of the noble and learned Baroness, Lady Hale, considered how the conscience clause applies to each of an agreed list of 13 specified tasks, which are all set out in the judgment. The Library Note is good but it is not the same as reading the judgment. This Bill is designed to overturn that judgment—see the end of Clause 1(2). Parliament is entitled to change the law to widen considerably, as this would, the definition of and approach to participation—but change it would be, not a restoration of Parliament’s original decision The second point arising from Doogan concerns Article 9 of the Human Rights Convention, which also was dealt with by the Supreme Court, as was the Equality Act 2010, with regard to discrimination on the grounds of religion or belief. On these principles the court recognised an employer’s duty to make reasonable adjustments to the requirements of a job to cater to religious beliefs. However, it pointed out that the extent of the duty is context specific. It added that this would, to some extent at least, depend on issues of practicability. The court said it would be much better to resolve those in employment tribunal proceedings in the context of a particular case than by an overall declaration of the law in either a judicial review or, as I would suggest, in the present Bill The third point is this. The Royal College of Midwives and the British Pregnancy Advisory Service both intervened in the Supreme Court proceedings and argued against the petitioners that to give a broad scope to the right of conscientious objection would put at risk the provision of a safe and accessible abortion service and, furthermore, might encourage other employers to adopt a policy of refusing to employ anyone who has any conscientious objection to abortion. This would reduce the job opportunities available to highly skilled and experienced midwives, perhaps with less extensive objections than these particular petitioners. In short, the Bill takes altogether too absolute and extreme a position and it would be unwise to adopt it I add, finally, this. To invoke in support of this Bill, as the noble Baroness did in her House magazine article and has again done today, the appalling treatment of conscientious objectors who resisted fighting in the First World War, is over the top. Rather like the Bill itself, it lacks the balanced approach that these present issues deserve. I am against this Bill.
ParlaMint-GB_2018-01-26-lords.u6	My Lords, as a precursor to this debate I have read with great interest the article from the noble Baroness, Lady O’Loan, in the House Magazine. I declare an interest as a member of the All-Party Parliamentary Group for Choice at the End of Life I am concerned about the implication of this Bill, particularly as the existing medical and legal regulations work well, striking a sensible balance between allowing healthcare professionals to conscientiously object without abandoning their patients and causing distress to patients and their families I support the right of healthcare professionals to refuse to participate in a hands-on capacity in specific medical activities and I am confident that this right to conscientious objection is well established within current medical laws and protocols. I am concerned that this Bill, which aims to expand existing sensible provisions on conscientious objection as it relates to the withdrawal of life-sustaining treatment, will have a detrimental effect on comprehensive, person-centred care currently provided by multidisciplinary teams. In some situations I fear the Bill, if enacted, could lead to patients being abandoned by healthcare professionals. This could also have a detrimental impact on the families and loved ones of patients approaching the end of life at what is an already difficult time The Bill would undermine the Mental Capacity Act 2005. Existing legal provisions and guidance on conscientious objection strike the right balance between respect for healthcare professionals’ beliefs and ensuring the best interests of the patient. As an example, I point out that the Bill threatens to undermine the entirely reasonable provisions of 2007’s Mental Capacity Act 2005 Code of Practice, which is very clear that healthcare professionals do not have to do something that goes against their beliefs, but they must not simply abandon patients or cause their care to suffer, so should refer their patient to another colleague willing to participate I am not aware that the National Mental Capacity Forum has expressed a view on this Bill but I hope that organisations with an interest in protecting and advancing patients’ capacity to make decisions over their health and care will ensure that conscientious objection should not become a limit on patients’ ability to decide for themselves The Bill would negatively impact patients and their families. Let me explain. Providing care for those approaching the end of life can be challenging for healthcare professionals but the well-being of the patient must be the first concern. If the patient has capacity and wishes to do so, they are entitled to make their own decision about consent or refusal of treatment and should be supported to do so. Equally, under the Mental Capacity Act 2005 in England and Wales, if the patient has made an advance decision to refuse treatment or appointed a lasting power of attorney for health and welfare, their decisions or those of their attorney must be respected Those decisions should be respected in a timely manner. It would be completely unacceptable for a patient approaching the end of life to have to continue treatment they did not want while awaiting transfer to a palliative care or other team of healthcare professionals that did not object to their decision; and it would be completely unacceptable for the patient’s family to have to watch them receiving this unwanted treatment, but I am afraid that that could be the implication of the Bill Let me cite a couple of examples relating to this argument. The cases relate to Mrs N and Paul Briggs. Decisions on withdrawing treatment for people who are in a persistent vegetative or a minimally conscious state—prolonged disorders of consciousness—are necessarily complicated. In several of these cases—such as that of Paul Briggs, the policeman who suffered a brain injury in a car crash on his way to work, and Mrs N, a woman who was in a minimally conscious state over a period of many years due to advanced multiple sclerosis—it has taken huge efforts by their family members, sometimes in the face of objection by professionals, to get their cases heard by the Court of Protection Mrs N’s daughter told the judge who eventually heard her mother’s case: “I cannot emphasise enough how much the indignity of her current existence is the greatest contradiction to how she thrived on life and, had she been able to express this, then without a doubt she would” Similarly, before the courts decided on Paul Briggs’s best interests, his wife Lindsey wrote: “I love my husband but he is dead in all but his body. I don’t know when I will ever lay him to rest in peace. That’s a limbo no one should be in” It must have been incredibly difficult for them to see their loved ones suffer over a period of years, receiving treatment that they did not believe they would ever have wanted. Even when the Court of Protection has decided that withdrawing treatment is in the best interests of the patient, some families have to struggle to find healthcare facilities where the staff members do not conscientiously object to their decision Let me conclude by saying that the existing rules allow for any healthcare professional to conscientiously object to withdrawing life-sustaining treatment as long as they find another healthcare professional to take over their patient’s care. I fear that the Bill will impose an additional unnecessary strain at an already distressing time on people at the end of life and on their families. It would also run counter to the principles of patient-centred care. I hope that the Bill will be substantially amended in Committee.
ParlaMint-GB_2018-01-26-lords.u7	My Lords, yesterday, the River Restaurant downstairs helped us to celebrate Burns Night all day. I thoroughly enjoyed the Scotch broth at lunchtime, but I resisted the main course as I was eating out in the evening. I even resisted the whisky bread-and-butter pudding. The main course which I resisted was vegetarian haggis, celebrating Robert Burns in a way that respected the consciences of those who do not want to eat meat. That is a very proper and good thing to do. There is no legal requirement to provide vegetarian haggis, but it was welcome to many and I think that I would have enjoyed it.
ParlaMint-GB_2018-01-26-lords.u8	It was indeed very good.
ParlaMint-GB_2018-01-26-lords.u9	Clearly the noble Lord particularly enjoyed it Yesterday was not only Burns Night; it was also for church people the festival of the Conversion of St Paul. In his teaching, St Paul is very strong in asserting that although Christians are free to make many decisions morally, they must always respect the conscience of those who are weaker—those who have a tender conscience. That is an absolute requirement of the Christian faith. Those whose consciences are more tender or weak than our own must be respected and not be forced to go against those consciences. We have the same teaching in other areas of religion as well. The Old Testament makes it very clear that the vulnerable and the weak are to be supported and helped. In the teaching of Jesus, he criticises those leaders who lay burdens on ordinary folk that are too heavy for them to bear In the history of the world since the time of Christ, in particular in our own country, we can see a great deal of influence by the Judeo-Christian tradition, including the development of free societies, of what we now tend to call liberal democracies. In those societies a great deal of attention has always been paid to the rights of consciences even when, because they are more tender and sensitive, they go beyond the views of many other people. Every free society respects the rights of conscience to a great extent, and we have some of that in this debate. Societies that restrict the rights of conscience tend to be those which are tyrannical and on the extreme left or extreme right of politics. In free societies, a great deal of tolerance is shown to those who have conscientious objections to all sorts of things This is not just a matter of religion. Conscience is a very deep part of what it means to be human. It is not only religious rights we are talking about; it is very deep human rights. People should not be forced to go against what they believe to be right or wrong. This Bill, which I support strongly and look forward to seeing further debated and possibly amended, recognises some changes since the Abortion Act. Today, most abortions entail far more involvement by nurses and pharmacists than they did in the early days. Methods of carrying out abortions have changed. I believe that it is right to extend the conscience clause, for example, to pharmacists since their involvement is greater than it used to be. As a society, we need to find ways to modify the law as it was set out in 1967, not just to affirm the conscience clause there. I believe that this is a matter of public concern, of public policy and for public debate. If the 1967 Act needs to be clarified, that should be done not just in the courts but in Parliament on behalf of the people of this country. If the 1967 Act is proving to be in some way unsatisfactory in that some people’s consciences are not being allowed for, we need to do something to modify it. That means not reducing the possibility of abortion or people’s freedom to seek medical treatment, which I want to underscore, but allowing those who have a tender conscience to exercise it. I support the Bill.
ParlaMint-GB_2018-01-26-lords.u10	My Lords, I am pleased to follow the right reverend Prelate, who has spoken of the burden to bear. When you are member of a minority, it is a burden that you have to bear. Indeed, it is sometimes reinforced by religious opinions and belief. I respect and defend the right to freedom of religion and belief, but I do not respect the right to impose religion and beliefs upon others who do not share them, and in so doing diminish the rights of others. I therefore rise to speak against the Bill, which I find deeply worrying and troubling. It is an attempt to rewrite laws that respect conscientious objection and which have been working well. It is an attempt to rewrite laws in light of the 2014 Supreme Court judgment, delivered by the noble and learned Baroness, Lady Hale, in the case of Greater Glasgow Health Board v Doogan and Anor, as so eloquently outlined by the noble and learned Lord, Lord Brown of Eaton-under-Heywood. If this Bill were to become law, we would see conscientious objections so widened beyond the wise and learned words and judgment of the noble and learned Baroness, Lady Hale, as to make services such as IVF treatment, end-of-life care and abortions difficult to access and sustain nationally. We would witness the imposition of belief to curtail the legal choices and options of others Over the past 50 years, many changes have been made, particularly since the 1967 Act. They are positive changes which have been vigorously fought for and fought against: women’s rights; the right to abortion; fertility treatment and IVF for married, non-married and same-sex partners; equality and rights for LGBT people, rights that some people, organisations and religious bodies still refuse to accept and continue to do their best to hold back. Indeed, the woman’s right to choose is still shamefully denied in Northern Ireland and same-sex marriage is still not available. All of this is connected. As I have said, I defend the right to freedom of religion and belief, but not the right to impose it whereby in so imposing, you reduce the rights of others I share the deep concerns of Doctors for Choice UK, whose members have written to say that they support the current legal provisions that allow medical practitioners to opt out of providing treatment that conflicts with their personal and religious beliefs, but that extending the activities to which a healthcare professional could claim a conscientious objection from “hands-on treatment” to, “any supervision, delegation, planning or supporting of staff in respect of that activity”, could have a hugely adverse effect on healthcare provision in the United Kingdom. The British Pregnancy Advisory Service is of the same opinion. Doctors for Choice UK also believes that extending conscientious objection in these ways, again as outlined by the noble and learned Lord, Lord Brown of Eaton-under-Heywood, would have the potential to create a staffing crisis in certain areas of healthcare. That is particularly true in the National Health Service where hospital wards and disciplines simultaneously cover a number of procedures and conditions I thank these organisations, in particular Dignity in Dying, which maintains that as an unintended consequence, the Bill could undermine the principle of person-centred end-of-life care and drive a wedge between non-participating healthcare professionals and their patients. The Bill would allow any healthcare professional—any healthcare professional—to refuse to participate in the, “supervision, delegation, planning or supporting of staff”, in any activity with which they do not agree. As has been said, but it is worth repeating, nothing in the Bill would oblige the objecting healthcare professional to refer that patient’s care to another. For example, if someone with advanced cancer has their artificial nutrition and hydration withdrawn, a healthcare professional could object to providing basic care. This could include providing mouth care, managing a syringe driver for pain relief and the alleviation of terminal agitation, prevention of pressure wounds, co-ordinating spiritual and family support and, if appropriate, arranging to discharge the person to die at home or in a hospice Having witnessed my own partner die of cancer in the Royal Marsden Hospital, and in the light of yesterday’s debate led by my courageous noble friend Lady Jowell, for the reasons outlined and for many others, I cannot and will not support this Bill.
ParlaMint-GB_2018-01-26-lords.u11	My Lords, I should probably declare an interest as an honorary fellow of the Royal College of Obstetricians and Gynaecologists. I have also had some responsibility in connection with the other matters referred to in the Bill. As far as I am concerned, the simple analysis is this: a person who has an objection to abortion thinks that it is wrong to carry out an abortion, generally speaking. There is, of course, a provision limiting that where the mother’s life is at risk. The present law does not allow conscientious objection in that respect. That is a very general realisation of what the conscientious objection will be, but the basic conscientious objection is that it is wrong, in the general case, to perform an abortion. The question is: to what extent should one be required to do what is contrary to one’s belief? People believe that it is wrong. Therefore, it would be right that they are protected from doing what they think is wrong I am very familiar with the judgment of the Supreme Court and the noble and learned Baroness, Lady Hale, whom I respect particularly because of various reasons that I will not go into. I respect her judgment very much indeed. It is a judgment on the Act of Parliament as it was. In the Scottish courts, three judges of the Court of Session decided that the wider interpretation was possible. They were in favour of Mrs Doogan and the other lady. The situation was a particular one. These ladies had been in the health service for a considerable time. They were happy to do what they were doing and they did not have to do anything that they thought was wrong. The arrangements were changed and they were then required to do something that they thought was wrong. That was where the matter came into the courts I have been in correspondence with Doctors for Choice, which kindly sent me an email explaining what it thinks. I replied to ask for some more detail on what it thought. What it comes to is this: it believes that the National Health Service depends to a substantial extent on people doing what they believe to be wrong. I find it very hard to see that that can be right. On the other hand, I do not think—the Minister may be able to tell us—that the amount of conscientious objection to the various items referred to in the Bill is very large, but let us assume that there is a substantial number. What it is then saying is that it is necessary, in the present circumstances, to depend on people who are serving in the health service to do what they think is wrong. So far as I am concerned, that is precisely what the conscientious laws of this country have been for many years. It is not necessary or right to force people, as part of their employment, to do what they believe to be wrong It is said, as a number of noble Lords have mentioned, that the Bill will cause some problems for some people. We have to make the point that the obligation to provide these services is not on the employee but on the health service itself. Therefore, it has the responsibility of making the necessary arrangement to accommodate the views of those who think that these activities are wrong. I do not believe that it is right that the health service or any other service should rely to a substantial extent for its success in requiring any of its employees to do what they think to be wrong. For that reason, I support the Bill. Of course, the detail of it is subject to amendment if necessary, but so far as I can see the phraseology is not very far from that adopted by the Court of Session in Scotland as the interpretation that it thought should be placed on the Act of Parliament as it was.
