ParlaMint-GB_2015-10-23-lords.u1	That the Bill be now read a second time.
ParlaMint-GB_2015-10-23-lords.u2	My Lords, I am deeply grateful to all noble Lords speaking in this debate and to many other noble Lords, too many to mention by name, who have expressed their support for the Bill but who are unable to be here today. For example, my noble friends Lord Singh of Wimbledon and the former Archbishop of Canterbury the noble and right reverend Lord, Lord Carey of Clifton, have assured me of their support. In the words of the noble and right reverend Lord, Lord Carey: “The Bill will strengthen the position of vulnerable women who need protection from exploitation. It will ensure that all such women, whatever sect or creed, get the help they need to enjoy full lives. There can be no exceptions to the laws of our land which have been so painfully honed by the struggle for democracy and human rights” I very much welcome the noble and right reverend Lord’s message, which highlights the two interrelated issues which this Bill seeks to address: the suffering of women oppressed by religiously sanctioned gender discrimination in this country; and a rapidly developing alternative quasi-legal system which undermines the fundamental principle of one law for all—a matter of especial significance as we mark the 800th anniversary of the signing of Magna Carta The Bill is also strongly supported by many organisations concerned with the suffering of vulnerable women, including the Muslim Women’s Advisory Council, Karma Nirvana, Passion for Freedom as well as by the National Secular Society: I am grateful to them all The concerns which the Bill seeks to address are even more urgent today than three years ago, when the Bill received a previous Second Reading. As the courageous Muslim woman Habiba Jaan said in her recent report Equal and Free?: “There is a growing concern that many Muslim women in Britain today are suffering severe gender discrimination but lack knowledge of their rights under British law” Or, to use the words of another brave Muslim lady who shared her story with me: ““I feel betrayed by Britain. I came here to get away from this and the situation is worse here than in the country I escaped from” Many noble Lords here today have heard deeply moving and disturbing first-hand accounts of the suffering of women in our country during meetings of the All-Party Parliamentary Group on “Honour” Based Abuse. Some noble Lords will remember the story of Roma—a pseudonym, of course. She was physically abused by her husband, an overseas Pakistani student, but was so in fear of being rejected by her community that she did everything possible to avoid a divorce. However, when her husband could not obtain a visa, he sent Roma an Islamic divorce by post. She showed us a plain piece of paper with the words “I divorce you” three times. To use her words, and I will never forget the yearning in her voice, “I felt that plain piece of paper was a mockery of my human rights”, in this country Roma also referred to the process of halala, whereby a husband divorces his wife, possibly by saying “I divorce you” three times. If he then wishes to remarry her, she must marry another man, have that marriage consummated, then undergo another divorce; and only then can she remarry her original husband. Roma said that some husbands do this just to taunt their wives, and this is happening in Britain today Time permits only one more example. A consultant gynaecologist described to me a request from a 63 year- old man for a repair of the hymen of his 23 year-old wife. The gynaecologist refused as this is an illegal operation, whereupon the man became intensely angry, claiming that doctors in his town, not far from London, frequently undertake this operation under another name. He wanted this surgical procedure for his wife in order to take her back to their country of origin to marry another man. Her next husband could then obtain a visa to enter the UK. He would probably abuse and then divorce his wife and marry another or more wives here. The man who asked for this operation said that he earned about £10,000 for effecting this arrangement, which was very helpful as he was unemployed. Such shocking cases surely cannot be allowed to continue. The rights of Muslim women and the rule of the law of our land must be upheld On a related issue, my Muslim friends tell me that in some communities with high polygamy and divorce rates, men may have up to 20 children each. Clearly, youngsters growing up in dysfunctional families may be vulnerable to extremism and demography may affect democracy That brings me to identify the specific concerns to which the Bill seeks to draw attention. I recognise that its provisions cannot solve all the sensitive and complex issues involved, or many collateral issues, but I have been assured by the women whom they seek to help that they would be immensely useful. One Muslim woman phoned me this week to tell me that literally thousands of Muslim women are supporting this. First, the Bill seeks to address arbitration tribunals which apply discriminatory rules. The Arbitration Act 1996 allows parties to agree how certain civil disputes, often financial, should be resolved, including disputes according to the law of another legal system. This permits arbitration to operate according to sharia principles. The Bill recognises legitimate forums for arbitration, including Muslim arbitration tribunals. It will not affect the continuation of these provisions in accordance with the law of the land However, there is a concern that even when these tribunals are operating within the terms of the Arbitration Act, some are practising sex discrimination, such as: inequality between men and women with regard to access to divorce; polygamy—a man can marry four wives; child custody, whereby in the event of a divorce a father may claim custody of his children, often at the age of seven; inheritance provisions under which women and girls receive only half of the amount of a legacy given to men and boys; and rules of evidence whereby the value of a woman’s testimony is deemed to be half that of a man’s. That is why the Bill seeks to close any loophole which might remain in the Equality Act 2010 and strengthens court powers to set aside rulings when discrimination has taken place, if the woman is subsequently unhappy The second concern relates to arbitration tribunals acting outside their remit; for example, by deciding cases relating to criminal law, such as those involving domestic violence and grievous bodily harm. The Home Secretary said in March that, “there is evidence of … wives who are forced to return to abusive relationships because Shari’a councils say a husband has a right to ‘chastise’” I therefore very much welcome the Government’s commitment to launch an independent review to understand the extent to which sharia law is, to use the Government’s own phrase, “being misused and applied in a way which is incompatible with the law” The suffering of vulnerable women subjected to abuse can be exacerbated by the nature of the closed communities in which they may live, where they can be subjected to enormous pressure not to seek outside professional help because that might be deemed to bring “shame” on the family or the community. In many cases, women have suffered further difficulties because police, civil authorities and professional personnel have been reluctant to take action that might be deemed to give offence to the leaders of these communities This relates to the third concern that the Bill seeks to address: the crucial matter of consent, which must be at the heart of both arbitration and mediation. Arbitration or mediation ought to be voluntary. But women may be pressured by their families into going to sharia councils or courts. They may also lack the knowledge essential for an informed choice, such as the English language and their rights under British law. I quote from the Government’s recent Counter-Extremism Strategy: “Most concerning of all, women are unaware of their legal rights to leave violent husbands and are being pressurised to attend reconciliation sessions with their husbands despite legal injunctions in place to protect them from violence”. The Bill therefore creates an enhanced mechanism for court orders to be set aside if they were based on non-consensual agreements Any woman who does come forward needs the full protection of the law because she may well be doing so in the face of intimidation and overwhelming pressure not to bring shame on the family and community. That is why the Bill also makes it explicitly clear, in Clause 5, that a victim of domestic abuse is a witness to an offence The fourth concern relates to the estimated 100,000 couples in Britain who are living in Islamic marriages not recognised by English law. Of course, any person is entirely free to be in a religious marriage without legal registration. However, it is important for people doing so to be aware of the legal disadvantages. The 2014 Aurat report by Habiba Jaan, to which I have already referred, described Muslim women’s experience of marriage in the West Midlands. The majority of women who had a religious-only ceremony were unaware that their marriage was not officially recognised by English law. Many were deeply disturbed when they discovered their predicament and said they wished they had known the reality of their situation and its implications I raised this issue with an amendment to the Anti-social Behaviour, Crime and Policing Bill in 2013. It would have required the celebrant of any religious, non-legally registered marriage to ensure that both parties to the marriage were aware of the implications. Unfortunately, the Government missed this opportunity to help these women. I trust that Government will now take the opportunity to support the Bill’s very moderate provisions, which simply place a duty on public bodies to ensure that women are not misled as to the legal status of their marriage In conclusion, it is important to emphasise that the Bill does not specify any particular faith tradition. If women from other faiths experience systematic discrimination, the provisions of the Bill would also be available for them. It is also important to recognise that that the Bill does not interfere with the internal theological affairs of faith groups. If a woman with devout convictions accepts religiously sanctioned gender discrimination, the Bill would not inhibit the practice of her faith. But the problems I have highlighted often arise because choice is not informed or genuinely free I hope, therefore, that the proposals will receive a more sympathetic response from the Minister than on the previous occasion, when the Government claimed that there was no need for such provisions as all citizens can access and benefit from their rights according to law. The chasm between the de jure situation and the de facto reality is an abyss into which countless women are falling. I trust that, with the evidence that has been accumulated since the previous Second Reading, the Government’s response today will be more realistic and will welcome the modest provisions of the Bill, which are strongly supported by Muslim women and organisations that represent them, as well as those committed to the preservation of the fundamental principle of democracy of one law for all. I beg to move.
ParlaMint-GB_2015-10-23-lords.u3	My Lords, I respectfully advise that if we keep to the advisory time of five minutes, it will mean that the House can rise at 4 pm.
ParlaMint-GB_2015-10-23-lords.u4	My Lords, I thank the noble Baroness, Lady Cox, for introducing the Bill and for introducing it so clearly in the speech we have just heard. My purpose is to say a word or two about arbitration and the position it holds in the law of England and Wales The freedom to profess and practise religion is one of the fundamental freedoms of our country. When people agree in a fully voluntary and unintimidated way to a particular request relating to their religion, it is right that that should be respected. However, there is a certain amount of subtle pressure involved sometimes in relation to religious organisations. That is perhaps particularly true in relation to the family. The important situation, it seems to me, is when the arrangements of public law come into a dispute: the basic principles of our law should then be respected because the ultimate authority for the enforcement of the resulting awards is in the law of this country. Therefore fundamental principles of the law should be respected throughout the whole of the procedure Under the Arbitration Act, arbitrations have a considerable effect when they have been properly set up. The Arbitration Act, which the noble Baroness referred to, was set up principally to deal with the problems that had arisen in relation to commercial arbitrations in this country, including the difficulties caused by repeated applications to the courts, which had the effect of holding up progress, as they almost certainly always do. The Act was intended to simplify and clarify the effects of arbitration and the principles by which arbitration should be conducted One of the fundamental principles of our law, referred to in the Bill, is the treatment of gender on the basis of equality. We know that in certain situations there is a presumption in some religions in favour of men, and the result is discrimination against women. I sincerely hope that that is not a general situation in our country, but it is an important point notwithstanding. It seems to me to be essential that all aspects of any arbitration, if it is to be authorised ultimately by the legal authorities of this country, should be conducted in accordance with the principles of non-discrimination. That is one of the fundamental provisions of the Bill, and I strongly support it Various types of negotiation can have the same effect, and it is important that if these are to be considered as authoritative in our law, they too should be in accordance with the fundamental principles of non-discrimination. For me, therefore, the part of the Bill that deals with this is very worthy of support, especially when there is evidence, to which the noble Baroness referred, that this is not always observed in all forms of those arbitrations which are based on certain religions.
ParlaMint-GB_2015-10-23-lords.u5	My Lords, as I did three years ago, I welcome the Bill and congratulate my noble friend Lady Cox on her persistence and her unflinching exposure of the evidence that necessitates these provisions. Equality is what the Bill is all about: it is about closing any loopholes that might remain, or might be picked, in the Equality Act 2010. All religions have had to rethink certain practices as a result of decades of addressing equality and non-discrimination: Roman Catholic adoption agencies have had to close; a registrar who was unable to preside over same-sex weddings had to give up; and the JFS school was held to have discriminated when applying the age-old Jewish definition of who is a Jew. It applies all round In this era of legal aid cuts, it is right and proper that arbitration and mediation should be permitted—but all arbitrations have to comply with the overarching equality provisions of this country’s secular law. Article 9 of the European Convention on Human Rights promises freedom of religion, but there may be such limits as are prescribed by law and are necessary in a democratic society for the protection of the rights and freedoms of others The Bill raises the enormously significant issue of the relationship between democracy and religious beliefs. The issue is more acute than ever, not only because of the forcible way it was brought to our attention by the Charlie Hebdo massacres but because of the mass movement of people of different religions and practices across Europe at the moment and the consequent need for integration and for many substantial minorities to live together in peace and harmony There has been much talk of British values. There is one simple token of all of them, which is Magna Carta. I am well aware that Magna Carta was based on a sexist, classist and unfree society, and the way we see it now as an ideal and a symbol of the rule of law took centuries to unfold. But it if means anything today, it is that all of us should be subject to the same system of law, have equal rights to access it and be treated equally by it. All across Europe there is debate about the place that sharia courts should occupy, if at all, in the national system. Some places across the world are more forbidding than others, including several American states and Greece I will focus on the family law aspects of the Bill. One problem is marriages that are not valid under English law because they have completely avoided the recognised methods of marrying. The solution is not to treat women who are not married as if they were wives, it is to press for every mosque to register as a legal wedding venue by getting a licence. Nothing could be easier, and then the couple need only have a wedding in the mosque and not have go to a register office. Maybe this could be made a condition of planning permission in the case of new buildings. The information that the women need may be extended by use of the public sector equality duty. As far as religious divorce goes, it needs to be preceded by a secular one, and every effort must be made to promote the welfare of the children, for their welfare may be seriously compromised if women are forced to accept conditions about their upbringing as the price of a religious divorce. Domestic abuse is another area where it is reported that jurisdiction creep by sharia courts has taken place. English law recognises rape within marriage as a crime: it does not accept that women must subject themselves to men physically, and we must not tolerate the sweeping of violence against women or children under the carpet by any religion in the name of faith When the Bill was introduced in 2011, there was a response to it in a booklet published by the Islamic Sharia Council. Inter alia, in relation to family law, it claimed that the English legal system should not intrude into private lives and that if it did, we would end up with Big Brother watching the bedrooms of citizens. In relation to concerns about unequal inheritance laws, the pamphlet said that the law has no business telling individuals how to dispose of their property. These comments show such ignorance of the rule of law and the function that legal systems serve. The law most certainly reaches into allegations of violence no matter where it happens, whether within marriage or any other context, for the physical protection of its citizens. A religious marriage is not to be treated as the creation of a free-for-all zone immune from the reach of the law where violence and exploitation may have occurred, any more than in any other relationship. As for the denial that the law affects the disposition of property, there is no area where greater legal control exists—especially for inheritance—for the good of individuals and society In the end, the clash between national and religious law, the prevention of poor treatment of women, comes down to education from the earliest age in the legal rights and duties of UK citizens. Give women the information to free them. If they are denied the use of the English language and that information, they cannot know the security and proper concern for them and their children that English family law is offering.
ParlaMint-GB_2015-10-23-lords.u6	My Lords, first, let me thank the noble Baroness, Lady Cox, for her Private Member’s Bill. Over the years of my membership of your Lordships’ House, the noble Baroness has raised important issues affecting the rights and liberties of people in many parts of the world. She has travelled far and wide, at times to places which are hostile and unwelcoming, but that has not deterred her speaking at first hand and with experience on matters which have often escaped public attention. There are many who will agree with her; equally, there are those who may construe that as interference in their beliefs based on the faith they practise In a democracy, we have long considered the development of a value-driven society as a core goal. The issues highlighted by the noble Baroness will not go away. We live in times where the impact of globalisation, devolution and immigration has been substantial. This does not mean that faith-based practices are under attack; it is quite the opposite. We must not run away from the decline of ethical behaviour on the one hand and the growth of fundamentalism on the other Article 1 of the Universal Declaration of Human Rights reads: “All human rights are born free and equal in dignity and rights”, and Article 3 reads: “Everyone has the right to life, liberty and security of person”. I do not underestimate that communities feel threatened when cultures and practices that have existed for hundreds of years are discussed and debated, but cultures do not remain static. Communities change. Conflict often occurs on matters of gender, generation, religion, language and the community’s relationship with wider society. We should not be frightened. The successive generations of people settled in this country are now witnessing fusion in music, the arts, fashion and food. Changes are inevitable. It is right that there is a sensible debate, and we should question what happens when an individual’s or group’s belief impinges on other people’s lives and liberties. Debates on community cohesion are useless if we shy away from tackling the very essence of one law for all It was as early as 1965 that the then Government proclaimed that Britain was a multiracial society. Since the early days of Commonwealth migration, successive Governments have been proactive and valued equality and diversity as one of Britain’s core values. Britain has been at the forefront of legislative and other machinery to establish equality of opportunity for all its citizens, with strong new legislation on race, disability, gender, age, faith and sexual orientation. It is equally true that for too long we have assumed that our liberties are protected by a set of traditions and customary activities assisted by general consensus within our society about the liberty of individuals. Lawyers have often argued that we have no written constitution and limited guidance in legal process and documentation, and it is for this reason that the Private Member’s Bill promoted by the noble Baroness requires serious consideration Let us not forget that, in the absence of specific protection of individuals and communities, we have not hesitated to promote legislation to eradicate discriminatory and other practices. Let me give a few examples. Who would have thought in the late 1950s and early 1960s that we would promote race relations legislation to eliminate race discrimination and promote equality of outcomes for all our citizens? The same applies to sex discrimination, forced marriages, FGM and other practices that cried out for equality of outcomes and fairness for all. By these actions we have sent a clear message that, in a democracy, law is an unequivocal statement of our public policy. Individuals now have access to protection and remedy through our courts Let me concede straight away that in many parts of the world there are informal and accepted practices to resolve disputes without recourse to a legal process. I see nothing wrong with that. Many land disputes, family disputes et cetera are resolved by involvement of community elders. The questions that need to be addressed are as follows. Do informal processes treat individuals fairly? Do they show satisfaction with outcomes? Do informal interventions comply with the law of the land enacted by Parliament? Evidence so far produced confirms that in many cases, in particular on matters of gender equality, this is not so. Too often, women are victims because formal or informal arrangements to resolve disputes are made by men Let me conclude. In this fast-moving world, there is a change in attitude. The successive generations growing up in this country are better educated and more questioning of authority than ever before, and they are better informed. We need to understand that they are putting great pressure on the antique structures and, often, our antiquated ways of thought The Bill requires serious consideration. Law is an essential element of our democracy. It is not enough to say that everyone has access to our laws and there is no need to introduce the Bill. This will not do. As a start, the Government have a duty to monitor outcomes of informal procedures. They will find that, in many cultures, women are not only disadvantaged but discriminated against in the way that procedures deal with them. It is time to rebalance this anomaly.
ParlaMint-GB_2015-10-23-lords.u7	My Lords, I am very happy to speak in support of this Bill for three reasons. First, I supported the noble Baroness, Lady Cox, in similar circumstances three years ago. Secondly, speaking as a former chair of ACAS, I say that arbitration and mediation should not be the subject of confusion or brought into disrepute. Thirdly, I played a part in fighting for the rights of women, and I believe that every woman should have access to those equal rights In my contribution three years ago, I told the story of my visit to the electricity showroom—it shows how long ago that was—in the Chiswick High Road in the 1960s to take out a hire-purchase agreement on an electric fire. I was told that I needed my husband’s signature for something that I was paying for. I became a feminist overnight Progress can sometimes seem very slow, but it must not be transient. For ACAS, arbitration and mediation represent its bread and butter. It is important to distinguish between the two. Arbitration is where two or more parties agree an independent person who will decide their dispute. The terms of reference have to be mutually agreed beforehand and there has to be acceptance of the final outcome. Mediation involves a neutral person trying to help the parties identify common ground and reach a mutually satisfactory agreement. It is the parties which settle in this case, not the mediator Many of the reports which I have read show that arbitration and mediation are confused in sharia courts. Their remit is sometimes unclear and sometimes exceeded under the cloak of a judicial remit. It is sometimes said that a woman who attends these courts or councils is attending by mutual consent. I think that the definition of mutuality is sometimes being stretched. A woman is said to consent to a process when huge cultural and family pressure, a language barrier, ignorance of the law, a misplaced faith in the system or a threat of complete isolation from her community mean that the use of the word “mutual” in those circumstances is an abuse of the woman and an abuse of the English language Listening to and reading about the stories of women who have experienced real trauma in those courts is harrowing, and takes me back to women’s rights nearly 50 years ago. I appreciate that the Minister was a carefree teenager then—or perhaps there is no such thing as a carefree teenager. Domestic violence and rape within marriage were tolerated, and I lost count of the times I was asked whether I was going to get married or become a teacher or secretary. Visiting my mother’s family in Yorkshire, it was even more basic. I was asked, “Do you bake?”. This did not have the same connotations then as it does now, with so many TV programmes on baking making it so popular. “Do you bake?” was putting me in my place. I assure the House that I am not trying to compare something as trivial as my baking capabilities with decisions being taken on behalf of some women today about their marital status, inheritance or personal safety; I am simply saying that, historically, it is not that long ago that women were unequal before the law. We cannot afford to go backwards and tolerate a situation in which any woman is living in fear and isolation The Government may feel that the Bill is unnecessary, as the law is sufficiently adequate to ensure justice in that area, but I argue that more needs to be done. This is not confined to sharia law or the Muslim religion; I believe that these parallel laws discriminating against women have existed and may still exist in other religions. As long as some women live in fear and are trapped in their situation, we should act. This is about equal rights for women. I hope that the Minister will be able to say in what way the Government intend to help women in this predicament. No one pretends that passing this Bill will solve all the problems, but it will promote what one of the campaigners whom I greatly admire has called a “shared vision of citizenship”. I support the Bill.
ParlaMint-GB_2015-10-23-lords.u8	My Lords, it is hard to believe that circumstances in the United Kingdom in the year 2015 for some women can be so unacceptable as to make this Bill necessary. I congratulate the noble Baroness, Lady Cox, on bringing to our attention the various issues that highlight the need for this Bill. The noble Baroness, Lady Donaghy, will be most interested that I was fortunate, being brought up as a woman in Yorkshire, that both my mother, who was born in 1906, and her mother before her were exceptional, independent and liberated women, who ran their own businesses—a very unusual occurrence in that generation. In my family, equality in all contexts was a given. For equality to be denied for so many in this country is totally unacceptable My working-life experiences as a politician and a teacher have brought me into contact with women for whom equality in the sense that we experience it, both socially and before the law, is unknown. I have become increasingly concerned that many women and girls in the United Kingdom are in this day and age suffering systematic religiously sanctioned gender discrimination. There is, as we have heard, increasing evidence to suggest that in some instances sharia law is being used as an alternative to proper legal process. I have many female friends and acquaintances born and educated in this country who have grown up with their families respecting the rule of law in this country first and foremost while still being devout Muslims. However, many women not born here, lacking language and education, are in a much more vulnerable position, often unaware of their rights under British law. As leader of a council, I became aware of many women living in close-knit communities, suffering domestic violence which was condoned by the family, and women who were being divorced against their wishes, who had no legal redress and who were left to live in penury We must all be very clear that nothing in this Bill has any negative impact on ecclesiastical courts with a religious and spiritual jurisdiction; nor does it prevent the individual’s right to practise their religious faith. Anyone who wishes can surrender their rights under English law in favour of religious rulings. The right to practise a religion as one wishes will not be affected. This Bill recognises legitimate forums of arbitration, including Muslim arbitration tribunals. As mentioned earlier, problems arise when these tribunals pretend to have actual legal power when, in fact, they have none. As the current law has not been sufficiently effective, I welcome the fact that the Bill creates a new criminal offence of falsely purporting to act as a court. All those who have read the testimonies given by so many and listened to the contributions from your Lordships today will, I am sure, welcome this Bill and wish it a speedy passage.
ParlaMint-GB_2015-10-23-lords.u9	My Lords, I pay warm tribute to my noble friend Lady Cox for her skill, tenacity and courage in bringing this Bill before the House, and I congratulate her on the very powerful case that she made in opening this debate. The provisions of the Bill are based on three essential propositions: that there can be only one law in our society; that religious freedom shall be protected for all religions; and that women in Britain should not suffer discrimination in the resolution of disputes and, to this end, should be made aware of their rights. I strongly support all three propositions, and I suggest that this Bill is a measured and intelligent attempt to achieve that outcome. The endorsement of the noble and learned Lord, Lord Mackay, is very significant in this context I speak as someone who spent 16 years living in the Arab and Muslim world, including seven years in Saudi Arabia, at the heart of Islam. Sharia law can be made to work, in largely Muslim countries, but nobody can realistically claim that in those countries women have the equality of status that is nowadays central to our society. The best that can be said is that there can be countervailing family pressures that can help some women in some circumstances. But our society is an entirely different one, and those who come must accept that—indeed, that is why many of them come in the first place. At the same time, we must be prepared to insist that there can be only one law; we must get away from what might be called the “Rotherham complex”, where the authorities were so afraid of offending a minority community that they turned a blind eye to the appalling abuse of young, mainly British girls. I pay tribute here to Andrew Norfolk, a correspondent of the Times, and to the editor of that newspaper, for their courage and persistence in uncovering such outrageous behaviour. Other cases have since been unearthed that suggest that there has been a widespread failure to apply the law for so-called cultural reasons. Indeed, there can be little doubt that the many disturbing examples provided by the noble Baroness are but the tip of a very large iceberg. It is time to make a stand against the abuse of women of whatever community and in favour of the rule of law—one law. I commend the Bill to the House.
ParlaMint-GB_2015-10-23-lords.u10	My Lords, this is a timely and important Bill, and I pay tribute to the noble Baroness, Lady Cox, for her persistence in following this matter and for her brilliant exposition today. We are fortunate to live in a democracy that enshrines the principle of equality before the law. The purpose of this Bill is to address some of the difficulties that have arisen over the relationship of religious-based law—primarily, in this case, Muslim sharia law—to the civil law of England and Wales. It is important to be clear what the Bill does not intend to do, which is to interfere with the internal theological affairs of various faiths. To quote an excellent briefing that I have received, the Bill does not force a Muslim woman to give up religious law and, if she wishes to practise her religion as she wishes, the Bill will not take away her freedom. These provisions do not force her to take up her rights under English law; they merely give her the right to do so, should she so wish. This could not have been more clearly stated My noble and learned friend Lord Mackay has given us a very concise exposition of the arbitration network and pointed out that the Act can apply to jurisdictions outside English civil law. More difficulties arise under mediation where a third party does not decide the matter but simply helps the parties to settle their dispute between themselves, which on the whole does not form part of the Muslim practice of resolving disputes. Sadly, there is much evidence that so-called mediation in sharia courts is another word for persuasion, forcible or otherwise Sharia courts in one large category are constituted as arbitration tribunals but operate outside their legitimate scope. A very large number of courts present problems because they have little or no legal status but claim to operate within particular communities as if they have the power to make authoritative, binding rulings—and this is where we come to the problem of intimidation which is addressed in Clause 5. There is evidence that a refusal to settle a claim in a sharia court can lead to ostracism by the individual’s community and to him or her being labelled a disbeliever. Going to the police or to non-Muslim professionals can be considered in the eyes of the local Muslim community to be disbelief. Most seriously, there are fatwas, which I understand are sharia legal judgments or legal opinions, many of which specify or imply that sharia law takes precedence over British law. I am very pleased that this is addressed, at least in part, in Clauses 4 and 6 Finally, I will touch on some of the dangerous effects of unsatisfactory Muslim marriages. It is not uncommon in certain Muslim communities for men to have up to 20 children, a point raised by the noble Baroness. The likelihood is that many of these families will be dysfunctional and easy prey to radicalisation in the closed communities in which they operate. The noble Baroness, Lady Cox, has done a great service in persuading a number of Muslim female witnesses with great courage to come forward with their case histories. This Bill may not be able to address in their entirety the very serious problems faced by many Muslim women in England and Wales, but it is an important first step, and I hope your Lordships will give it a Second Reading.
ParlaMint-GB_2015-10-23-lords.u11	My Lords, I congratulate the noble Baroness, Lady Cox, on bringing forward this timely Bill. The growth of abuse has been considerable in the past decade. The noble Baroness has given good examples of the abuses, and they need not be repeated. The suffering of women oppressed by religiously sanctioned gender discrimination must be addressed as part of our protection of human rights. The emergence of a parallel legal system which undermines the fundamental principle of one law for all must also be recognised. There is an urgent need to take these issues seriously and adopt appropriate measures to help women suffering in ways which are completely unacceptable in Britain In the United Kingdom, there has been considerable growth in sharia forums—I believe there are 85—and sharia arbitration councils which discriminate against women. Section 1 amends the Equality Act 2010 to put this right. Subsection (4) seeks to protect those who marry according to certain religious practices but not according to the civil law. The need to make this remedy open and clear is very strong. Many of those who are subjected to improper practices are not aware of their rights. Those who are in polygamous marriages need to be protected because they can be impoverished if their husbands simply divorce them by repeating three times that they are divorced The amendments to the Arbitration Act 1996 to preclude discrimination against females are also very important. They exclude an imbalance of evidence between men and women. Sharia law sees that as acceptable, but it is not acceptable in accordance with the laws of this country. Property distribution between sexes in cases of intestacy is also covered by the Bill. The amendment to the Family Law Act 1996 which is proposed gives power to courts to set aside mediation agreements if they decide that one party’s consent was not genuine. That enables the police to investigate the circumstances. If this Bill is enacted, it will become an offence falsely to claim to have legal jurisdiction or the power to arbitrate without any basis under the Arbitration Act 1996. That seems very necessary The Bill seeks to ensure equality before the law and stop the coercion of women in this country. It will help women to know their legal rights and clarifies that discrimination law applies to arbitration. This Bill needs to be enacted to prevent the operation of a parallel legal system. Provided that faith groups operate within the civil law, they will be free to resolve their disputes within the framework of religion. That has been made clear by the noble Baroness, Lady Cox. The Bill is very worth while and needs to be enacted.
