ParlaMint-GB_2017-11-24-lords.u1	That the Bill be now read a second time.
ParlaMint-GB_2017-11-24-lords.u2	My Lords, I have pleasure in moving the Second Reading of this innocuous little Bill to amend the Equality Act 2010 to grant 800,000 wheelchair users access to 70,000 shops and public buildings to which we are denied access at the moment. The Bill makes a tiny addition to the 2010 Act, would cost business very little to implement but would make a huge difference to wheelchair users. Let me assure your Lordships that my Bill does not touch in any way the protected characteristics in the Equality Act 2010 of age, gender, marriage and civil partnership, pregnancy and maternity, race, religion or belief, or sex and sexual orientation. It is concerned only with one aspect of disability: the requirement for public buildings to make “reasonable adjustments” so that wheelchair users can access them My Bill is identical to one which received a Second Reading in November 2014 but was rejected by the Government. At that time, the Government could say that I and noble Lords who supported my Bill were on our own and that we had no evidence to back up our case. Ironically, within one month of rejecting my Bill, the then Minister for Disabled People published a joint Department for Work and Pensions and DisabledGo report. The press release stated: “DisabledGo study shocks the Government with evidence of inaccessible British high streets … The Minister of State for Disabled People is urging shops and restaurants to improve their accessibility” What a pity the Government did not take that view a month earlier when they dismissed my Bill Since then we have had the authoritative Lords Select Committee report, Equality Act 2010: the Impact on Disabled People. The committee was chaired by the noble Baroness—indeed, I may say “my noble friend”—Lady Deech, whom I am delighted to see is speaking today, along with other noble Lords who served on the committee. The committee found that there were severe difficulties with the “reasonable adjustments” provision of the Act, in that no one was enforcing it and disabled people had to take cases to court themselves in order to get access improvements The noble Baroness, Lady Campbell of Surbiton, cannot be with us today, but she wrote and asked me to say: “It is easy to tilt a pram or pushchair up a step but impossible in an electric chair. My chair weighs 90 kilograms alone and takes 3-4 strong people to lift with me aboard!” So this time it is not just old Blencathra with a bee in his bonnet; we have the evidence of the Department for Work and Pensions survey, the overwhelming weight of evidence given to the Lords Select Committee and the committee’s own conclusions What are the facts and figures about the problem? The NHS estimates that there are 800,000 regular wheelchair users. By “regular”, it means people who are permanently in a wheelchair and, at the other end of the spectrum, those such as me who can stagger around a little bit. That figure is supported by other organisations The number of public buildings in the UK comprising shops, fast food outlets, restaurants and pubs is about 355,000. In addition, there are post offices, banks, churches and all the other buildings to which the public have access. The Department for Work and Pensions and DisabledGo study visited and assessed a massive sample of 30,000 shops and restaurants. Its findings were that 20% did not have wheelchair access—and, if wheelchair users did get in, 30% of the places had no disabled changing rooms or toilets. If you extrapolate that 20% of 30,000 shops to the total of 355,000 public retail premises, you get a figure of 71,000 shops, pubs and cafés which wheelchair users simply cannot access. That is a scandalous number in this day and age The Equality Act 2010 lists nine characteristics that are all protected against discrimination, including disability. The Act has replaced all separate disability discrimination legislation. It is an offence under the Act to fail to make “reasonable adjustments” to premises so that disabled persons are not discriminated against. What is a “reasonable adjustment” naturally varies between the needs of different disabilities, persons, buildings and circumstances, but it can be enforced only by a person taking a service provider to court to compel that provider to make the adjustment The Lords Select Committee found that most disabled persons and disabled organisations felt very strongly that disability issues had taken a retrograde step in the 2010 Equality Act, because all potentially discriminating characteristics were now being treated equally. What is the problem with equal treatment, you may ask? The committee pointed out that people with other characteristics such as sex, colour, sexuality and ethnicity needed to be treated equally to avoid being discriminated against—but, for disabled people to achieve equality, they needed different treatment. That is an absolutely crucial distinction which was never considered when the 2010 Act was passed—and that is the motivation behind my Bill: to try to get equality for wheelchair users I turn to the clauses in my Bill. Section 20 of the Equalities Act defines “reasonable adjustments” as, “(a) removing the physical feature in question, (b) altering it, or (c) providing a reasonable means of avoiding it” My Clause 1 states that, if a public building has a step of six inches or less, a ramp suitable for wheelchairs has to be provided. If a building has a step of less than 12 inches, a ramp has to be provided. If the building has more than one step, my Bill does not apply. The difference between a six-inch step and a 12-inch step is simply revealed by Clause 2, my commencement clause, which states that the requirement to remove a step of six inches comes into effect on Royal Assent and the requirement to remove a step of 12 inches comes into effect a year later. That is simply an acknowledgement that removing or replacing a 12-inch step is a slightly bigger undertaking than getting rid of a little six-inch step. Like the Equality Act itself, my Bill would apply to England, Scotland and Wales In a nutshell, that is what my Bill does. If noble Lords will permit me, I need to set out why the Government Equalities Office is adamantly opposed to making specific adjustments, is opposed to my Bill and wishes to reject it—and I shall try to persuade noble Lords why it is actually wrong. I and the Select Committee agreed that keeping the general principle of “reasonable adjustments” is sensible, and I do not seek to amend that principle at all in the Bill. However, when we have clear evidence that something is not working in a select, specific area of the Act, and after seven years of experience of the Act, it is not good enough to take the GEO line that the principles of the Act are sacrosanct and cannot be amended The Select Committee was highly critical of the failures of the 2010 Act to assist disabled people. On launching the report, the chair, the noble Baroness, Lady Deech, said: “Over the course of our inquiry we have been struck by how disabled people are let down across the whole spectrum of life. Access to public buildings remains an unnecessary challenge to disabled people … When it comes to the law requiring reasonable adjustments to prevent discrimination, we found that there are problems in almost every part of society, from disabled toilets in restaurants being used for storage … to reasonable adjustments simply not being made” The GEO members were the only people giving evidence to the Select Committee who though that there was no problem. The Government Equalities Office head lawyer, Tracey Kerr, said that the concept of reasonable adjustments is well understood because of case law. She said: “We have found that as the case law has developed it becomes clearer and clearer for people to understand what a reasonable adjustment might be in certain cases. So we think that that has been a successful development of case law” But the vast bulk of evidence to the Select Committee was that that was not the case Of course, a Government lawyer specialising in this work would lead herself to believe that everyone knew the case law and would be granted their rights—but that is not happening on the ground. The Select Committee said: “It is worrying, therefore, that evidence of problems in obtaining this right have emanated from almost every part of society. We heard of problems in gaining reasonable adjustments from employers and education providers, on buses and trains, and in taxis, shops, restaurants and hospitals. We were told of sports grounds and other entertainment venues that failed to make necessary adjustment” It added that, “witness after witness told us that, contrary to the Government’s view, the provisions were neither well known nor well understood” In evidence to the committee, the Law Centres Network said: “There is a crucial difference between, on the one hand, awareness of the phrase ‘reasonable adjustments’ or the understanding that a duty exists and, on the other, an understanding of what the duty entails or how to comply with it in practice” The committee agreed with that, and said that the evidence suggested that, “even where there was awareness, understanding was often poor” Thus all the evidence to the Lords Select Committee, and its findings, indicate that the duty to make reasonable adjustments is simply not happening. My Bill will not change the duty but will provide additional clarity What about the cost? I did my own survey of shops and cafés within half a mile of this Parliament. I looked at public retail buildings on Victoria Street, Strutton Ground, which is a lovely little shopping street, and Horseferry Road. The vast majority of big chain stores and shops on Victoria Street have level access from the pavement or a lip of about an inch at most. New-build shops nearly all have level access. However, in those three streets, within a few hundred yards of this building, there are three premises with multiple steps, two with steps of less than 12 inches, three with steps of less than nine inches, 26 with steps of less than six inches, and 28 with steps of less than three inches. Implementing the six-inch rule provision of the Bill would immediately make 54 of those 62 shops accessible to wheelchair users—an 87% improvement I reference the shops in this location because they are right on the doorstep of Parliament, but they are representative of the 71,000 others with the same lack of access in every street of every town and city of this country. The cost of a ramp, either lightweight aluminium or fibreglass, to access premises with a step of up to six inches, is generally less than £100. One-third of the inaccessible shops had a little step of less than three inches, which does not need a special ramp at all, but £10-worth of concrete to make a little slope—then the wheelchairs can get into them, as some shops have done. That is why we are so steamed up about this. We can see tens of thousands of buildings that we could easily get into with less than £100 of investment—and you cannot get a more reasonable adjustment than that Some of my noble friends who will follow me will make the case that we should be removing steps of whatever height. I agree that sooner rather than later we should do that, but I do not want cost to be used as another excuse not to get us access to 87% of the premises that we cannot get into now, when the adjustment would cost less than £100. I accept that, in a minority of cases, where the step is 12 inches and the shop door is right on the pavement, a ramp cannot protrude on to the pavement, and that the shop would have to recess its doorway a bit, which could cost possibly £2,000 to £3,000. But many retail premises already have a recessed doorway, and the step could be replaced with a ramp without altering the door or shop facade at all So if we cannot get in, what do we do? The government response from the Despatch Box to my last Bill was: “They should first approach the service provider to discuss why … they cannot access the service or function in question, and discuss what adjustments they require. If, following discussion, the service provider fails or refuses to make a reasonable adjustment, the disabled person could take their custom elsewhere; alternatively, they might decide to bring a case of alleged disability discrimination before the … courts”.—[Official Report, 21/11/14; col. 664.] That was the Government Equalities Office’s official response Imagine that you are out shopping and you cannot get in. How do we discuss it? Do we sit in our wheelchairs on the pavement and shout for the shopkeeper to come out to discuss it? If he does not have a ramp, what good is discussing it going to do? If he decides to buy one next week, it does not help us very much when we are shopping today, does it? Disabled people are told by the Government that if they cannot be served they should just take their business elsewhere. Would they say that to a black person, a gay person or anyone else in the protected categories? I hope to God that they would not The Select Committee concluded, based on the evidence of everyone except the GEO witnesses, that enforcement had failed. It was highly critical that disabled people had to go to court to get access. The following exchange took place during the Select Committee inquiry. Tracey Kerr, the head of legal services at GEO, said: “We think it is most appropriate and it is quite unusual and it gives claimants quite a lot of power in relation to going to the courts and explaining … what is reasonable … for the courts to decide” The chair, the noble Baroness, Lady Deech, interrupted: “How long is it going to take for something to go to court? Surely you cannot expect a disabled person to go through the whole judicial procedure just to get that determination. It is too late” The lawyer replied: “One would hope that the employer, the service provider … would be aware of the need to make sure that they were taking into account the issues and the person before them … they should be building that into their thinking about how they are going to provide their services” What a ridiculous answer. The reason the disabled person has to take the service provider to court in the first place is that the provider has failed to do all the things which the government lawyer wished, hopefully, that they would be doing. It was quite an incredible answer Although I cannot understand the complacency of that answer, it was exceeded by the deputy director of the equality framework of the Government Equalities Office who, giving evidence in the same session and in answer to the noble Baroness, Lady Thomas, about the failure of enforcement, said—and noble Lords should listen to this on Parliament TV to get the full flavour: “Clearly where the difficulty comes … the nub of the issue and an extremely difficult one is trying to get some kind of handle on enforcement at the very earliest stage before in effect there has been any kind of dispute and that is the $64,000 question and the element that is invariably the most difficult to solve” I am not making this up. I do not have the imagination for such an extraordinary answer. When asked what the Government will do about the 800,000 wheelchair users who cannot get into public buildings because the Equality Act is failing, the official Government Equalities Office answer is that, “that is the $64,000 question” Well, my Bill is a £100 answer to that question. I am willing to do a deal with the Government. I acknowledge that six inches and 12 inches are arbitrary figures and we could have different heights—and of course they would have to be in centimetres. I acknowledge that businesses may need more time than Royal Assent or 12 months to implement any change. If we get to Committee, I am willing to fillet the specific details in my Bill and replace them with an order-making power for the Minister to specify in regulations the access requirements that I have outlined today. That would give the Government the chance to correct any errors they may perceive in my Bill. It also removes the excuse to do nothing about this problem. This time we are not just going to go away and shop elsewhere. Passing my Bill, or something like it, will not undermine the principle of “reasonable adjustments” in the 2010 Act—but it would grant 800,000 wheelchair users access to about 60,000 of those 71,000 shops that are currently inaccessible. It is little wonder that the Select Committee concluded: “Government inaction is failing disabled people” I had an excellent meeting yesterday with the new Minister for Disabled People. Like her predecessor, she is caring, compassionate and determined to do all she can to help disabled people. But she has no power to change one comma of disability legislation because it is not in her department. I commend what she is doing with disabled champions and seeking to get an accessibility category added to the Great British High Street Award. I commend the city of Chester, which she told me about and which has excellent disabled access. These are all jolly good things—but we must have an amendment to the law if we are to get fair treatment for disabled people now rather than in the distant future I anticipate that the Government will dismiss the Bill. That is why I have tried noble Lords’ patience a bit this morning by setting out in detail why I think the GEO is utterly wrong. Wheelchair users are getting the runaround and being discriminated against multiple times. We cannot get into buildings in the first place; the Government will not change the law to assist us; the ECHR, which can do something about enforcement, does nothing to help; and disabled charities that would like to help are not allowed by law to help. My Bill does not tackle the problem of taxis and buses, or the failure of trains or platforms to have level access. It does not demand government expenditure or great private sector investment. It is confined to tackling one gross inequality which can be fixed cheaply, easily and quickly. I beg to move and commend my Bill to the House.
ParlaMint-GB_2017-11-24-lords.u3	My Lords, I rise to support the noble Lord, Lord Blencathra, and his splendid Bill. I am embarrassed to stand up at this point, I have to say. I had in mind just to add a few comments right at the end of this debate, just to show another voice of support. But I applaud the noble Lord, Lord Blencathra, for his superb presentation of the case; it was truly outstanding, with his usual clarity, intellectual rigour and his delightful sense of humour. I think that we will all want to thank him for the pleasure of listening to him. It seems obvious to me that those of us who are lucky enough to be able to run up a step into a pub or a shop—including the Minister, who I am sure would have no difficulty running up a step into a shop or pub—have a duty to ensure that those people who are unlucky enough to be locked out of so many of these buildings have the right of access. I have to confess that I had assumed, as a rather ignorant person, that when Alf Morris’s Bill went through Parliament, the discrimination against disabled people due to lack of access had basically been dealt with. I was shocked and very surprised to learn that, for 800,000 wheelchair users, it is still a major problem and that they are locked out of 71,000 shops, pubs and restaurants simply because of a little step. It was not something that I had expected. Quite clearly, the requirement under the 2010 Act for businesses to make “reasonable adjustments” to enable access for disabled people is simply too vague and not working. We need to applaud the noble Lord, Lord Blencathra, for this very simple proposal to deal with such a massive inhibition for so many people Cleverly, the noble Lord includes two clauses, the second of which on first sight appears to cover the first. I had to reread them because I thought, “Hang on, why these two clauses?”. He of course distinguishes between a reform covering steps up to six inches and that covering steps up to 12 inches. He makes very clear the really quite significant difference in cost between these two levels. As he said, one could talk about different levels of step, but these two are quite interesting because the six-inch step can be sorted out with a spend of a mere £100. Thinking of smaller businesses, it seems to me that they really would not have a problem with that, so the big question is: why not The briefing makes it clear that if you are talking about 12-inch steps, that is much more significant, which I for one certainly would not have thought about. It would cost something like £3,000 or £5,000, and I can think of small businesses that would really struggle to cover that cost, certainly in one year. There is no question that we need greater access for wheelchair users, but I wonder whether the noble Lord, Lord Blencathra, would consider it an appalling diminution of his Bill to limit it to the six-inch step, with its smaller demand I was particularly struck by the noble Lord’s personal research—it was rather delightful, I thought—looking at Victoria Street, Horseferry Road and Strutton Ground, and his finding that, in these streets, 87% of steps would be covered by the six-inch rule. He went on to say that all the evidence suggests that that 87% figure probably applies throughout the country. I find that reassuring. Maybe it would be worth implementing that provision to eliminate 87% of the problem. Surely no Government could refuse to do that. Why would they when the cost to a business would be £100? The bigger spend might be an issue, but that would not be the case here. Therefore, there are two possible approaches: one is to exempt small businesses below a certain level of turnover; another is simply to eliminate the provision on the 12-inch step and limit the Bill to the six-inch provision. In conclusion, I hope that the Minister will be in a position to support the Bill—at least the 87% of it. I hope, as I am sure everybody in this Chamber does, that the whole Bill will be passed, but I implore the Minister to do all she can with her colleagues to support it.
ParlaMint-GB_2017-11-24-lords.u4	My Lords, I was lucky enough to serve on the Select Committee on the Equality Act 2010 and Disability, and I am very grateful for the quotations that the noble Lord, Lord Blencathra, provided from it. I look forward to the contribution from the noble Baroness, Lady Deech, and I am sure that she will focus on the detail of the work of that committee I have been a wheelchair user for the last six years. I have an electric wheelchair which, without me sitting in it, weighs over 100 kilograms. Many people say, “We’ll just lift you in”, and when I explain its weight, they pale. It is also why I say, “Lifting me in is not an option under health and safety rules because you’ll damage yourself and I don’t want to be responsible for that” I am also grateful to the noble Lord, Lord Blencathra, for suggesting to those of us he thought might speak in this debate that we should consider our real-life experience over the last two or three weeks. I was in Barnes and East Sheen visiting family and I needed to get into a pharmacy. The first three local pharmacies that I came to all had steps. None had a bell and one had an enormous sign in the front window saying, “Disabled? We’re here to help”. How could I tell them I was asked to speak at two events in a rural market town. One had a step of under six inches and the next one had a step of just under 12 inches. The organisers had rung me and said, “We’ve just discovered the steps. What can we do?”. They went out and bought one of the lightweight ramps that the noble Lord, Lord Blencathra, referred to, and I got into the first venue with absolutely no problem. However, at the second venue, the step was just too high for the length of ramp they had. Unfortunately, with a heavy wheelchair, you just get grounded at the bottom and cannot get in. That is why I have immense sympathy for the principles that the noble Lord outlines in his Bill but there definitely has to be guidance about the angle and length of ramps; otherwise, people will buy ramps and believe that they are fulfilling their obligations, but those of us in electric wheelchairs will find that we still cannot get into the building Last week I was asked to speak at a university. The organisers had booked me in March to launch a conference. On the Monday before I was due to speak on the Wednesday, they rang to say, “We’ve just discovered that there is a stage. You’re going to be on the stage, except that we don’t have the facility to get you on to it”. I did not want to be the only speaker not on the stage, so I said, “Sorry. Go away and find another solution”. The response came back, “This building is about to be remodelled. Maintenance have broken the ramp and they’re not prepared to repair it because the building’s going to be vacated soon”. They found another lecture hall where all the members of the panel were on one level, which was fantastic. I apologise for the fact that my next example is not about a building but I think that it illustrates a wider point. I was picking up a cab just around the corner from here. It was one of those larger cabs—not a black cab but one that has doors that open automatically and no built-in ramp. The driver wound down his window and said, “I think my ramp’s a bit small for you. You can see it—I’m just pushing it out now”. He was referring to the automatic step, not the ramp. I said to him, “If you open the boot, I think you’ll find there is a ramp in there”. He got out and found it, but it took him five minutes to assemble it because he had never had to do it before Those last two examples raise one of my other key concerns, which I speak about a great deal, and that is training. It is about the attitude of the organisation and training the people who need to use the equipment. The problem in that last case would have been resolved simply by the driver knowing his way around the vehicle—he had clearly rented the cab and it was the first time he had come across the ramp That brings me to a further point. I am going to name and shame a couple of organisations. WHSmith is on both my name and shame and credit lists. You can get into most WHSmith shops if you are in a wheelchair, but unfortunately it has a new policy of cramming extra bits into the aisles—the hanging baskets from which you can pick your crisps. That means that if you are in a wheelchair in many WHSmith shops, especially in places such as stations where space is tight, you cannot get round the store. So a ramp might solve the problem of accessibility but the layout does not make me want to visit the shop When we read the Government’s response to the Select Committee report, many of us were as open-mouthed as we were when we heard some of the evidence during the committee’s hearings. I believe that this is still very much the Government’s stance. Paragraph 2 of their response says: “Disability rights cannot be delivered by regulation alone. Forcing people to change their behaviours … will not … change their hearts and minds and changing hearts and minds will lead to better attitudes, better access and better outcomes for disabled people” I cannot disagree with that at all. However, the response then goes on to say that, “Government has achieved more by initiating conversations between disabled people and the public, private and voluntary sector than by the … instrument of regulation” In paragraphs 15 and 16, they talk about the Minister holding, “a roundtable with leaders of the hospitality industry, trade bodies and disabled people”, and say that in the autumn—this would be 2016—they will provide an, “accessibility 10 top tips guide”, being developed with the British Hospitality Association. I have searched high and low through the web but can find no mention of any such launch. That, I am afraid, is why odd conversations with people, although held with the best intent, do not change the culture. There are times when regulation is needed and this is now one of them. I am very aware that the noble Lord, Lord Blencathra, has referred in the past to the idea of the bag of concrete resolving the problem. There are some people with disabilities—particularly those with prosthetic limbs—for whom a very short ramp might make a building inaccessible. I am more than happy to push the idea of ramps but we need to be careful that we do not make a building inaccessible for a different group of people I said earlier that I wanted to name and shame companies, but I have said in your Lordships’ House before, and I want to repeat, that the Institution of Civil Engineers, which is just around the corner on Great George Street, is a wonderful example of how to deal with a listed building and accessibility. It has two sets of front steps. One will retract and a lift comes up on to which you can position your wheelchair and move easily into the building. Only civil engineers could develop something like that. Two doors down, the Institution of Mechanical Engineers has not done the same thing. The last time I went in, I had to enter via an outside stairlift through somebody else’s conference room to get to the event that I was attending I want to end with two other examples located very close to your Lordships’ House. The first is the Marriott County Hall Hotel, just over the road. The management says that it is a listed building and that no adjustments can be made. An organisation with which I am involved stopped using it for special events. A couple of weeks ago they said that they had now changed. I was pleased to hear that and asked them to explain exactly what had changed. They said, “You still have to go round the corner to the back, up in a scissor lift and doors have to be unlocked, but you no longer have to go through the sea life centre; you can now go straight through to the back of the hotel”. That is not good enough for a five-star hotel I shall end on a really good example of an organisation that trains its staff to understand its attitude. The lingerie chain Bravissimo has ramps, bells and staff who understand their job. I would like to nominate it for the award for good high-street access.
ParlaMint-GB_2017-11-24-lords.u5	My Lords, it gives me great pleasure to be able to support my noble friend Lord Blencathra in his important Private Member’s Bill. I applaud his tenacity, and that of other noble Lords who are speaking today, in seeking to improve access to public buildings for wheelchair users. That this duty—to take such steps as is reasonable to remove physical features which disadvantage disabled people— is already enshrined in law but is not being fully implemented, should make all of us pause for thought and ask how we can ensure that this duty is taken seriously When I was 17, I broke my back in a riding accident. I was lucky. After many months, I was able to walk again, but not before being bedridden and spending considerable time in a wheelchair. My wheelchair was not like the modern wheelchairs today; it was not very grand. It was rented from the charity Hospital Saturday, and although it made a huge difference and I was enormously grateful, I think it must have been related to a supermarket trolley because it certainly had a mind of its own. On my first outing my mother started to push me down a hill and then panicked as she lost control. “I’m just going to have to let you go!”, she shouted. Luckily, plan B came along in the shape of a hedge, and she simply rammed me into that instead Even to this day I remember vividly the way that she and I struggled with the little things, such as the kerbs and the steps—the things that able-bodied people do not give a second thought to, as the noble Baroness, Lady Meacher, said, but which are massive obstacles to those with the inability to overcome them. My wheelchair did not even have the added problem of the weight of an electric chair. Wheelchairs are marvellous things; they give great freedom and independence. That makes it all the more frustrating when you simply cannot get to where you want to go A couple of weeks ago, I was flipping between channels on the television when I came across a repeat of the documentary about your Lordships’ House, “Meet the Lords”. My immediate instinct was to change the channel, except I saw that it was the rather moving part of the programme where the film crew followed my noble friend Lord Blencathra as he tried to find different ways of steering his wheelchair through this beautiful Palace to reach his destination. In his Bill, my noble friend is not asking for monumental changes on the accessing of public buildings. He is simply seeking a way of ensuring that the duty to make reasonable adjustments to buildings to allow access for those with a disability is taken seriously. He has found a sensible and practical way to accomplish that I have known my noble friend Lord Blencathra for many years, so I know that it goes against the grain of his political DNA to impose unnecessary costs and regulations. That is why his proposals in the Bill are modest and proportionate, and why they deserve to be supported.
ParlaMint-GB_2017-11-24-lords.u6	My Lords, I welcome the Bill and I thank the noble Lord, Lord Blencathra, for his opening speech, which was a veritable tour de force. I have no wish to repeat the catalogue of facts and figures which he evinced—the case is compelling, and I think that was the view of your Lordships’ House in response to the noble Lord’s opening speech When I was preparing for the debate, I of course read the relevant sections of the report from the Select Committee on the Equality Act 2010 and Disability, chaired by the noble Baroness, Lady Deech, who we will be hearing from later. I will not seek to repeat many of the points in the report but will merely say that it is very impressive work. My confession is that, at the time of its publication last year, it entirely passed me by. That is my fault, but I am probably not alone in having failed to appreciate the significance of the report. It makes it abundantly clear that the overwhelming evidence received was that the Equality Act has been a retrograde step for disabled people, who had been better served by the Disability Discrimination Act and the previous, separate Disability Rights Commission. This is a quite shocking finding. One has to suppose that it is one of those examples of well-intentioned legislation having unforeseen perverse consequences. In his briefing notes for the debate and in his speech, the noble Lord, Lord Blencathra, clearly highlights the shortcomings of the Act for disabled people and, in particular, the failures of subsection (9) and the concept of reasonable adjustments Some people are born with their disabilities, many others become disabled due to accidents or through developing medical conditions. In our extended family, my wife’s late brother-in-law endured myotonic dystrophy, a progressively wasting illness, for over 25 years. His mobility progressively reduced, and for many years he could only get about in a wheelchair Others perhaps come into a fourth category: those of us who have come close to being disabled but got away with it—the “there but for the grace of God” category. I am one of those people. I have lived an active life: I am a mountaineer and a climber. I have often accepted that there are risks involved in those sorts of sports. A few years ago, doing a not very high-risk activity, I broke my back. It happened in a Zodiac accident off the coast of the Faroe Islands, in rather choppy and troubled sea. The Zodiac went down a hole in the sea and hit a standing wave and there was a tremendous thump, which broke a vertebra in my back. At the time, I was paralysed for a short period and then there were weeks of recovery, and my back got progressively better. I had not realised how close I had come until I was being investigated for a completely different condition and had a series of MRI and CT scans. That was relatively recently, and the diagnosis was that they did not find what they were looking for. However, they asked, “When did you break your back?”. At that point I realised that the injury I had received was probably a lot more serious than I had ever thought at the time With a strong sense of having had a close brush with near-disability, and having seen the obstacles for wheelchair users through my late brother-in-law’s eyes, I am all the more aware that it is not the big obstacles to mobility that are the cause of small, daily miseries for disabled people, it is the small obstacles—the little steps that prevent entry to the Dog and Duck, the café or the restaurant. Most disabled people probably do not want to climb Ben Nevis. It is the other, small obstacles that the Bill will address The Bill’s measures are modest and, for small amounts of expenditure, will bring about great improvements in access to public buildings. It accepts that the Equality Act, for all its shortcomings, is here to stay, and does not seek to undermine it in any way. Instead, it strengthens subsection (9) in practical ways for the benefit of disabled people. I strongly support it.
ParlaMint-GB_2017-11-24-lords.u7	My Lords, I am delighted to support my noble friend Lord Blencathra at the Second Reading of this excellent, well-crafted and beautifully straightforward Bill. Legislation often asks Governments to take steps but in this instance that is exactly what it is doing. I ask the Minister: if not this step, what step will address this most simple and straightforward access issue? On Black Friday, no matter how bad the bustle and crush is, how much blacker is it for those wheelchair users and other access-impaired people who cannot even access the stores to get to the bargains? I was fortunate to be on the board of the Disability Rights Commission in the early 2000s when many of the best features of the Disability Discrimination Act came into force, not least those related to access to goods and services. We knew at the time that this cuts across all of civic society—retail, leisure and religion. Tiny steps effectively deny people access to pay, play or pray Many of the arguments at the time of the passage of the DDA, and then when Part 3 came in in the early 2000s, were: “It’ll be too expensive” and, “We can’t possibly do this—businesses will fold”. As we have seen, almost a decade and a half later, no businesses actually folded as a result of the regulations and the legislation. Rather than seeing it in those terms, why not just flip it the other way round and see the positive economic boost that businesses can have if they are accessible to all members of society? I know that personally. I am not a wheelchair user but I have experienced what it is like to be denied access to supermarkets, restaurants and minicabs. I went to a restaurant a few years ago and the proprietor actually stood in the door to bar me entrance to the restaurant. He said in very straightforward terms: “We don’t serve dogs”. I said, “That’s okay—I don’t eat them” But there is a fundamental point behind this because, when you experience denial of access and discrimination, you do not experience it in a cerebral state, you feel it. You feel it in your heart and in your guts. It is to be denied fairness, with no dignity, no respect and no equality, just exclusion. That is the beauty of my noble friend’s Bill. It is not actually anything to do with steps, it is simply to do with inclusion. Why would a business or building not want to be inclusive for all members of society? Imagine: what could be simpler than taking this Bill right through the Lords and Commons, passing it and enabling that inclusion right across the United Kingdom? Tens of thousands of small steps would be removed, enabling access and economic activity. We are talking only about the removal of small steps. Actually, there is no “only”. It is just the removal of small steps. One small step for premises, one great leap for inclusion.
ParlaMint-GB_2017-11-24-lords.u8	My Lords, I thank the noble Lord for bringing this Bill before your Lordships. The noble Lord, Lord Blencathra, epitomises someone who wants to be as independent as possible. The noble Lord has explained his Bill so clearly that I cannot believe it will not be accepted. Many people who have to use wheelchairs also wish to be as independent as possible. I am sure that they would be pleased if, on their behalf, I wholeheartedly thank the noble Lord for his continued efforts on this important matter, which would help not only thousands of wheelchair users but their helpers and people using babies’ pushchairs Our society has changed in the past few years and we have a growing elderly population, many of whom are using electric wheelchairs due to strokes, Parkinson’s, spinal injuries, arthritis and many neurological conditions as well as heart and cancer problems. Also, many young people suffer long-term conditions such as cerebral palsy, muscular dystrophy and other types of disabilities, including spinal injuries and brain injuries from accidents and tumours. I have to declare an interest. I have always been a very active person. As a child, I milked cows by hand and rode ponies from an early age. At school, I was keen on sport. When I broke my back and became paralysed, I took part in paraplegic sports and played table tennis in many countries with the Paralympics. But all my sport and using a manual wheelchair for many years has caused the upper body, hands and shoulders to be overworked. It has taken its toll and I have had to graduate to using an electric wheelchair I know only too well that electric wheelchairs cannot negotiate steps and are too heavy to lift manually. Therefore, ramps are essential. Two weeks ago, I was shopping in Harrogate, using my electric wheelchair. I wanted to go to L’Occitane, a shop in James Street, but found that there was a four-inch step, which the electric wheelchair could not negotiate. The person with me went into the shop to see if they had a ramp. “Sorry”, they said, “No ramp”, but offered to help with my helper, but it was no go because the electric wheelchair was too heavy. My helper then went to the next-door shop, Molton Brown, which had a similar step, but it had a portable ramp, so we asked if we could borrow it to go to the shop next door. Yes we could So with the borrowed ramp, we entered L’Occitane. The shop assistant was most apologetic. I assured her that it was not her fault, but the responsibility of the management. When I told her about the noble Lord’s Bill, she thought that it was an excellent idea. We returned the borrowed portable ramp to Molton Brown and I made a second purchase, having used the ramp. It is interesting to find two similar shops next to each other, one without a portable ramp and one with one. Is it that one wants to help disabled people and the other cannot be bothered? I hope that it is not because they do not want people using wheelchairs in the shop but because of a lack of knowledge of how easy it is to get portable ramps In my small home town of Masham in North Yorkshire, there is only one pharmacist. It has a four-inch step and no ramp. Nobody using an electric wheelchair can enter and people using manual wheelchairs or walking frames could find it difficult to do so unaided. This pharmacist just cannot be bothered or thinks that there is no legal requirement. Ramps are not only useful for people; they are useful for wheeling in heavy goods. Some people using wheelchairs may want some confidential advice or to purchase something private. They want to be self-sufficient. All pharmacists should have access to everybody How much more does the noble Lord have to do to convince the Government that his Bill is necessary? This is something that will not cost the Government money. Many disabled people have elderly carers who struggle with steps, and wheelchairs may be the last straw, when the obstacle could be removed so easily with a ramp. It is really frustrating I hope that this time the Bill will have a speedy journey through both Houses and that the Minister can give your Lordships some good news today. I hope also that the Government will listen to people with first-hand experience of steps and ramps. However, at a reception held recently at 10 Downing Street, I noticed that portable ramps were set up at the entrance, while upstairs there was a splendid lift with steps that could disappear while the lift came out; it was very modern. The Government know what is necessary and now is the time to help the whole population so that they all can enter shops and other places.
