ParlaMint-GB_2017-02-21-lords.u1	That the Bill be now read a second time.
ParlaMint-GB_2017-02-21-lords.u2	My Lords, I made my maiden speech in the House of Commons in 1972, during the Third Reading of the European Communities Bill, in favour of our membership of the European Union. I little dreamt that 45 years later I would be standing up to advocate the reverse procedure—namely, that we should withdraw from the organisation that I advocated joining. However, it is not me who has changed but Europe, as was symbolised by its change of name from the European Economic Community to the European Community and finally to the European Union. Increasingly, I became concerned about the incompatibility of the growing integration and our national democracy and accountability. I also became more sceptical about the advantages of the single market I voted in the referendum to leave but I fully accept that we have to take account of the 48% who voted to remain. Many of us understand and share the concerns about links for universities and the status of foreign nationals in this country. That is, I think, common ground and those are objectives in the negotiations. Equally, I believe that those who voted to remain have a duty not to undermine the Government’s negotiating position I admired very much the speech made yesterday by the noble Baroness. I also admired very much the speech made by Keir Starmer when he led for the Opposition. He did not attempt to conceal the divisions in the ranks of the Labour Party. I assure noble Lords opposite that there is no temptation to gloat, because it was like looking in a mirror at the Conservative Party in the 1990s. Mr Starmer made it very clear that the idea that the referendum was, as he put it, consultative simply did not hold water I admired Mr Starmer’s speech but I did not admire the speech of former Prime Minister Tony Blair, who has an extraordinary ability to say two completely contradictory things simultaneously. He said that he did not dispute the result; at the same time, he called on people to rise up. He said that people might change their minds. What he meant was that he might be able to change their minds. All this from a man who promised a referendum on the EU constitution and even published a Bill, but then ensured that the constitution was written in a different order to avoid a referendum. The former Prime Minister said that people were not given the full facts—that the decision was made on imperfect knowledge. Of course, in a negotiation no one has full knowledge of where we will end up. As for not being given the full facts, people have had more than 40 years in which to make up their minds. He said that Brexit was driven by ideology. I am not sure what ideology he had in mind. If anything, the opposite appears to be the case—European unification as a movement has been almost a religion Noble Lords have mentioned endlessly in this debate “membership of the single market” as though that in itself is simply an argument. They have made no attempt to calculate the costs, as my noble friend Lord Lawson referred to yesterday, of the rules of the single market, and they have not bothered to confront the fact that many countries that are not members of the single market have increased their exports to the single market more than members, and certainly more than we, have done. They never bother to comment on the fact that the three largest trading partners of the European Union have no special trading arrangements with the EU, while six of its 10 top trading partners have no special trading relationship or agreement. As my noble friend Lord Lawson said yesterday, there is no reason why there should be a cliff edge If noble Lords are sincere in saying that they accept the result of the referendum, it should be possible for them to do all they can to support the Government in their negotiations in the national interest. The amendments being talked about seem more like additions to the Bill, in that they attempt to lay down conditions on the Government’s negotiating position On EU nationals, I have great sympathy with what has been said. But the Prime Minister has made it clear that so does she and that this is an objective of the Government. There is, however, no response from other countries in Europe and it would make no sense to make a unilateral gesture that would simply leave the 800,000 British nationals in Europe subject to the leverage of other people in the negotiations Equally, when it comes to a parliamentary vote on the deal, the Prime Minister has again said that there will be a vote, so it seems naive to say that Parliament should have the right both to reject whatever deal may be negotiated and simultaneously to decide to stay in the European Union. There are two objections to that argument. First, it would be a denial of the result of the referendum and, secondly, as surely as night follows day, it would make it perfectly inevitable that the EU would offer the worst possible deal in order to have it rejected by Parliament I recognise and acknowledge the anxieties of the 48% that should be taken into account. Surely we all want the best possible deal and the best possible access for our exports. But as the noble Lord, Lord Ashdown, the former leader of the Liberal Democrats, said on referendum night, I suspect before the result was announced: “In. Out. When the British people have spoken you do what they command. Either you believe in democracy or you don’t. Any people who retreat into ‘we’re coming back for a second one’—they don’t believe in democracy” I believe in democracy and I believe that we should proceed rapidly with the Bill without amendment.
ParlaMint-GB_2017-02-21-lords.u3	My Lords, much has been said already in what was an extensive and intensive debate yesterday, and like many of those who spoke in that debate I was and remain profoundly saddened by the outcome of the referendum. We are unpicking some 40 years of history, which by and large has fostered prosperity, developed co-operation on vital matters such as climate change, and inculcated the concepts of a social charter and structural funds to help poorer countries and regions to grow more prosperous. It has kept us safer through co-operation on law enforcement and counterterrorism and has fostered peace in Europe throughout my lifetime We are now being asked to withdraw from all this and to step away from the single market and the customs union with no certainty about what arrangements will replace them. It is not an inviting prospect for us in Luton at a time when General Motors’ proposed disposal of its European operations could leave the Vauxhall operation outside arrangements that allow goods to move freely within its main market without tariffs, quotas or routine customs control. The uncertainty about whether the UK will have continued membership of the European common aviation area is also not helpful to an airport-based economy, and it is certainly not helped by a slowdown in growth Of course, responsibility for this mess, which is what I believe it is, rests squarely with David Cameron. He gambled that a referendum would heal the split in his party but has ended up splitting the country. History will rightly judge him harshly As the House of Lords Select Committee on the Constitution set out, “neither the question put to the electorate, nor the provisions of the Act under which the referendum took place, set out how or when withdrawal should take place in the event of a vote to leave” What Parliament enacted may have been a clear proposition—yes or no, in or out—but it was deficient in setting down how any mandate arising from the referendum would be taken forward; what, if any, feedback, decision-making or further endorsement should follow There are myriad consequences and issues arising from leaving the EU, including the need to incorporate some 5,000 pieces of directly applicable legislation into UK law. Many of the options are mutually exclusive. If Parliament did not originally spell out a process for dealing with the mandate, it is right for Parliament and the Government to take up the reins now. But I would argue that we need to be cautious about suggesting that this is all down to the choice of the people rather than down to the consequences of the clear choice that they made to leave the EU. We are dealing here with choices of government, and these should not be sacrosanct One of the most profound choices that the Government are seeking to make is to eschew membership of the single market and the customs union. They are prepared to sacrifice these at the altar of reducing immigration, notwithstanding research, most recently from the Centre for Economic Performance at the LSE, again showing the benefits to national income, taxes and the budget deficit from immigration, and notwithstanding a report from the think tank Global Future that suggests that the Government’s approach could mean a fall in current net levels of immigration of no more than 15%, and that might be reduced further by the terms of new free trade agreements, which typically come with a demand for liberalisation on free movement I join others—and will vote with them—on insisting that the Government settle immediately the legal rights of EU nationals living in the UK, although I note the press reports that highlight potential practical difficulties with systems in administering a cut-off point. Is this right? The Government’s prevarication over this is cruel, given the substantial contribution that these communities have made to the UK. From local experience, I know the value of that contribution The alternative on offer to the single market is some vague prospect of, “the freest and most frictionless trade possible” The OBR’s judgment, we heard yesterday, is consistent, it says, with most external studies that say that any likely Brexit outcome will lead to lower trade flows, lower investment, lower net inward migration and lower potential output. All this has adverse implications for the public finances and our social security system and will add some £60 billion of additional borrowing over the next five years. We know who bears the brunt of worsening economic outcomes under this Government As others have said, the White Paper sets out a framework for a deal that hardly amounts to a blueprint. Even if it did, these matters have to be agreed with our European partners. Article 50, once triggered, does not put us in the driving seat; for all practical purposes, it means that we leave the EU whether or not we have agreement. Transitional arrangements may well be in point, but these will presumably be subject to the ongoing jurisdiction of the European Court of Justice Complying with this Bill means an uncertain destination but no way back. That is the magnitude of the decision that we are making over the next few weeks. For me this is therefore a difficult choice between supporting what I believe is right for our country and the collision with the limits of our constitutional duty. I have to accept that the combination of the referendum result and the decision of the other place should prevail. However, we should push our authority to the limit in challenging the Government on their proposed deal. Seeking to ensure protection of workers’ rights, justice for EU nationals living in the UK, maximising free access to the market, sustaining our historic ties with Ireland and much more is one way in which we can salvage something from this process.
ParlaMint-GB_2017-02-21-lords.u4	My Lords, the noble Lord, Lord Lamont, said that he is very sympathetic to EU nationals in this country. However, he is perfectly happy for them to be used as a bargaining chip. Frankly, I do not think that is consistent with the view of this House or with British values Given the pressure of time, I will focus on the importance of giving people a second vote—that is, not a second vote on the original deal but a second vote that is a first vote on the final terms of exit from the European Union. I concur with those who have said that the June referendum gave the Government a mandate for Brexit but did not give them a mandate to choose the most extreme form of economic separation from the EU. It has been Theresa May’s choice and that of her Ministers to opt for a hard Brexit, leaving both the single market and the customs union I want to look at the impact of that decision by the May Government on just one sector of our economy—the financial services sector. This sector makes up 7% of the UK’s GDP, pays more than £75 billion a year to the Treasury and provides over 2 million jobs, most of them outside London. It is one of the few industries in which we are a global leader, clearing over 95% of the world’s $600 trillion a day in interest rate swaps, leading not just in traditional areas such as foreign exchange and specialist insurance, but also at the cutting edge of fintech. We damage financial services at our peril However, Theresa May and this Government have decided to walk out of the structures that underpin this sector. In reality, this industry is as enmeshed across the EU as a piece of crochet work. Under the May agenda, the UK will leave not only MiFID with its passporting freedoms, impacting Barclays, the American banks and many of the small players which want to grow, but also a whole raft of enabling arrangements from e-commerce used by crowdfunders across the EU and delegation powers that are essential to locating asset management in the UK, to access to skills, entrepreneurs and investment. That is why, salami slice by salami slice, financial institutions, big and small, are quietly rethinking their business models, negotiating leases, applying for licences and working on staff flexibility. They are making sure that they can operate outside the UK the businesses they have previously based wholly or overwhelmingly inside the UK. They are looking at front offices first—I hope the Treasury notes that that is where the big deals are booked and where the big tax revenue pay-off occurs—but where a front office moves, a back office is always at risk of following I commend the financial institutions that have chosen to speak out, such as the London Clearing House, which has been quite open that its clients are demanding that it moves transactions to New York, taking its ecosystem and over 100,000 jobs with it. The insurer Lloyd’s has been regretful but clear that it must have a major EU hub. Even little fintechs are considering second headquarters. For many in the industry, decision time is approaching. Given how long it takes to set up new operations, they need answers on what the UK-EU relationship will be—indeed, they need to know what the UK relationship with global regulators will be—not in two years’ time but in six months or less. I fear that by that point negotiations with the EU will barely have started, never mind finished The Government dismiss all these concerns by saying that the EU needs us more than we need it. However, I point out that where Frankfurt, Luxembourg and Dublin are unable to take business from the UK, New York will. Once out of the EU, the only advantage that the UK has over the US in European terms is a time difference. The specialist skills of London are already being transferred to New York. That is well under way The Government’s answer is that they will replace MiFID and the other regulatory structures that we have with the EU with forms of mutual recognition or joint supervision through equivalency agreements—bespoke, untried, long-term equivalency agreements, dozens of them of extraordinary complexity. Unfortunately, what once looked like a possible solution, though hard to achieve in the timeframe, now seems likely to founder on the Government’s insistence that they will not in any way engage with the European Court of Justice to adjudicate, even on a joint basis, the rules of agreements At this point, when we are being asked to consider triggering Article 50, the Government can tell us for certain only that a large part of one of our key industries, a major contributor to jobs, taxes and exports, is at risk. It has been put at risk not by Brexit but by the Government’s hard Brexit decisions and red lines. No one in this House or in the other place knows where in the range of outcomes the actual, final negotiated deal will fall. Will we remain one of the two great global financial centres of the world? Will we lose major activities such as clearing? Will we be reduced to just a substantial financial centre? If we do not know the answers for this sector, we do not know what the outcome will be for the economy as a whole I fully understand that for the Government the economy is low on the EU agenda compared to reducing immigration and removing any jurisdiction from the ECJ. I am pretty sure, however, that those are not the priorities of the British people. So let the people see the final Brexit deal, consider its consequences and decide on it. In two years we will have facts and reasonable clarity, not just speculation. Surely then is the time for the British people to have the final word.
ParlaMint-GB_2017-02-21-lords.u5	My Lords, it is a pleasure to follow the noble Baroness, Lady Kramer, but it is a pleasure also to disagree profoundly with her suggestion of having a second referendum I would like to begin by congratulating the Prime Minister on her excellent Lancaster House speech; it had vision and clarity, and was exactly what we have been hoping to hear for many, many years. She was quite clear that she accepted the result of the referendum and that the result was “out”—no ifs, no buts, no EEA, no one foot in and one foot out, but a clear and clean Brexit. That was what the referendum called for and that is what this Government are going to deliver; I am very pleased with her for doing that. It was, as the noble Lord, Lord Lang, called it yesterday, a transformative speech—it was actually a UKIP speech, and I am very pleased with her for delivering that, too Some of us in this House have been waiting for very many years—it has been more than 23 years since we debated the Maastricht treaty in this House—to hear a British Prime Minister at last saying what Mrs May said at Lancaster House. We asked for a referendum during the debate on the Maastricht treaty but were sadly defeated in the Lobbies due to the very effective whipping of the hereditary Peers by Lord Hesketh, who later saw the light and joined UKIP. I am only sorry that many of the Peers who took part in those debates with us are not here today to see history made. I think in particular of Lord Bruce of Donington, Lord Shore, Lord Moran and Lord Harris of High Cross, who were effective speakers against our membership of the EU long ago, and they should be remembered for that. I also pay tribute to the noble Lord, Lord Stoddart of Swindon, who for the whole of his political life has been an opponent of our membership of the European Union. He was taken ill two weeks ago in the House. I later saw him in hospital and he said he wanted to be here today but sadly his doctors have told him that he should not travel to come and speak today—I think it may be something to do with Mr Blair crawling out from under his wallet and telling us to rise up I should remind your Lordships that this House already voted to leave the EU during the passage of my noble friend Lord Pearson’s European Communities (Amendment) Bill of 1997; here it is. This House—the House of Lords—voted to leave the European Union. In spite of the attempt to torpedo the Bill by the Lib Dems—for whom no surrender to Brussels is ever enough—we won that debate. I say to noble Lords today that they have already swallowed the camel; they should not now strain at the gnat in passing this Bill Reading this debate now, it seems to me striking how the arguments we made then are still relevant today—we have been making them for 20 years. The problem we then had was that we were making such arguments to Governments who, for whatever reason, were committed to what they laughably called our European destiny. So we did not get anywhere making those arguments to Governments, but, last summer, we were finally able to take those arguments directly to the electorate, with the result we saw in the referendum: an out vote Thankfully, we are coming to the end of the days when we had to ratify every EU measure that was put before us in this House or in the other place—we could oppose them; we could debate them; we could even occasionally convince, although perhaps only ourselves—but, at the end of the debate, we had to listen to the noble Lord or the noble Baroness the Minister telling us that it was “the Government’s treaty obligation” and that was the end of the story From a historical perspective, when we look back and think that it was only in 1926 that women were given the vote in this country, we should be rather surprised and perhaps shocked at that. I was equally shocked, and still am—I did a little research—to find that it was only in 1965 that President Johnson gave African Americans the vote in America. In 50 or 100 years, when people come to look at this debate here, they will be equally shocked and surprised that, until 2016, this country of Britain was still contracting out its laws to be made by people whom we did not elect, we did not know and we could not sack. The time of “pay and obey” is done, and not before time.
ParlaMint-GB_2017-02-21-lords.u6	My Lords, before my noble friend sits down—
ParlaMint-GB_2017-02-21-lords.u7	No!
ParlaMint-GB_2017-02-21-lords.u8	He is still standing up.
ParlaMint-GB_2017-02-21-lords.u9	Order!
ParlaMint-GB_2017-02-21-lords.u10	My Lords, we have a well-prepared speakers list giving everybody an opportunity to speak in turn. It is right and proper that we proceed with the order of business as it is before us.
ParlaMint-GB_2017-02-21-lords.u11	“Masters unfair to Molesworth!”
