ParlaMint-GB_2020-03-13-lords.u1	That the Bill be now read a second time.
ParlaMint-GB_2020-03-13-lords.u2	My Lords, this is the third time in four years that I have introduced a Bill to end the hereditary Peers by-elections. From my point of view, of course, there are certain advantages in reintroducing the same Bill: it saves all the bother of having to write a brand-new speech, although there will be some variance. I must say how nice it is to see so many hereditary Peers here to speak in the debate—I think it is 10 out of the total of 30 or so who are speaking. I gently remind them—the noble Lord, Lord Strathclyde, is speaking first, so he can set the example—that it is quite clear from item 11(b) in the rules of conduct of this House that when Members have an interest, they should declare it before they speak. They quite clearly have an interest, so perhaps they can remember that On all the previous occasions, I have seen this Bill filibustered by a tiny number of Members of this House. I persist in trying to get it passed, knowing that there is overwhelming support in all parts of the Chamber—Labour, Liberal Democrat, Conservative and Cross Bench—for getting it on to the statute book. I include many hereditaries who have wished me luck this week in getting the Bill through, because—unlike a minority of their friends—they can see the sense in doing that Given that this process has been going on for so long, and that new Members have arrived and long-standing Members may not have caught up with recent developments, it may be helpful for me to take stock of this whole by-election saga: what has happened so far and what needs to be done. For our new listeners, here goes There are 92 hereditary Peers in this House, 90 of whom—when they die, retire or are expelled, though none have been—are replaced by a system of by-elections. The number 90 is constant, fixed in law by the 1999 House of Lords Act. Of the 90, 75 are elected on a party basis from the four groupings in this House. For a Conservative vacancy, the electorate consists of the Conservative hereditary Peers in the House; there are 46 at the moment. For a Cross-Bench vacancy, the electorate is 29; for Labour it is four and for the Liberal Democrats three. With such small numbers, the by-elections for these two parties are particularly absurd. There was a quite farcical by-election for a Liberal Democrat vacancy in April 2016, which many Members of the House will be familiar with, when there were more than twice as many candidates as voters—seven candidates and three voters. Six of the candidates received no votes at all and, with a 100% turnout, the winner got all three. The cost of the by-election was £100 for each vote counted, a total of £300. I would be quite happy to have done it for a mere £150. I can update the House on costs, which have escalated following a recent tendering process. The new prices for the by-elections are as follows: for a Conservative or Cross-Bench election, the cost to the House is £600; for a Labour or Liberal Democrat one, it is £570. So the Labour and Liberal Democrat hereditaries provide better value for money I invite any Peer in today’s debate who opposes my Bill to explain what it is that they most admire about an election with an electorate of three; but it gets worse. Earlier, I mentioned that 75 of the 90 are elected by party groups. The remaining 15 are elected by the whole House—811 of us. To explain, the 1999 Act reserved 15 hereditary places to enable those hereditary Peers who were Deputy Speakers at the time to remain in the House. Not surprisingly, however, after 20 years most of the original 15 are no longer Deputy Speakers and anyone who wins under one of these by-elections is not expected to be a Deputy Speaker. To summarise, in these Deputy Speaker by-elections, the departing Member does not have to be a Deputy Speaker and the person replacing him does not have to be one either: you know it makes sense There have been seven by-elections since the Second Reading of my previous Bill in September 2017. They are, in essence, parliamentary by-elections—they provide us with a new Member of Parliament—but not in terms that we would normally understand. Sadly, the media are not present to capture the drama of the count: “one”, “two”, “three”. The votes for each candidate are not announced by the returning officer and the winning candidate does not have the chance to thank his supporters. I think we all know why: the more light that shines on this system, the more ludicrous it is shown to be. I make no apology for saying, yet again, that in order to be a candidate for these by-elections, you have to be a hereditary Peer who has notified the Clerk of the Parliaments of your interest in standing for any vacancy that might arise. There are 216 names on the current register of hereditary Peers; 215 of them are men. It has been said so often that it loses its impact, but I will say it again: 215 of the 216 are men. Anyone opposing my Bill today needs to explain to the House why he or she thinks that is acceptable in the 21st century To summarise: there are 90 places in the House of Lords exclusively reserved, by law, for people who have inherited titles, and for which any vacancies are effectively for men only The main argument—I sometimes think almost the only argument from opponents of my Bill who want the by-elections to continue—is that during the discussions on the 1999 Act, the Government indicated that the 90 hereditaries would remain until there was comprehensive reform of the Lords. That argument carries no weight whatever, because of the absolutely fundamental principle of our constitution that no Government can bind their successors. If Governments could bind their successors, there would not be much point in holding general elections Another equally weak argument I have heard advanced and may hear again today is that because the hereditaries are not appointed by party leaders, they bring a uniquely independent perspective and judgment to our proceedings. Demonstrably, they do not. Apart from the Cross-Benchers, of course, the hereditaries are elected by the political parties and almost without exception they vote with their parties in any Divisions, just like the rest of us. So here we are, 21 years after the House of Lords Act, with a so-called temporary measure still in operation, while in the meantime, 37 new hereditary Peers have arrived in the House, all of them men, and the size of the House continues to grow That brings me to the Burns committee. As the House knows, the committee was established by the Lord Speaker in order to recommend ways to reduce the size of the House. The basic formula that the Burns committee recommended was to reduce the size gradually by ensuring that for every two departures, there should be one replacement. This put the hereditary Peers yet again in a privileged position because by law, whenever a vacancy occurs, a by-election has to take place to ensure that the number remains at 90. For the hereditaries it is one for one, while for the rest of us it is one for two. The effect is that as the overall numbers reduce, the proportion of hereditaries increases. I am pleased that the noble Lord, Lord Burns, will be speaking later in the debate and I look forward to hearing what he has to say Most people would surely think that the by-election system is indefensible, but unfortunately it continues to be defended by a small number of Members of this House. I have tried to abolish these by-elections with two previous Private Member’s Bills, first in 2016 and then in 2017. On both occasions, the Bill ran out of time thanks to dozens of wrecking amendments, nearly all of them tabled by two Peers who I am pleased to see are in their places: the noble Lord, Lord Trefgarne, and the noble Earl, Lord Caithness. Whenever votes have taken place at previous Committee stages, the majorities in favour of the Bill have been huge. One particular amendment moved by the noble Lord, Lord Trefgarne, was defeated by 127 votes to two. Both my previous Bills were lost, not by votes or by argument, but by procedural tricks On one occasion, 50 wrecking amendments were tabled by the noble Lord, Lord Trefgarne, and the noble Earl, Lord Caithness, the day before the Committee stage was due to begin. Both previous Bills ended in what were frankly embarrassing and chaotic scenes on the Floor of the House, so I think it is time for these two noble Lords to reflect on their tactics. They are clearly opposed to this Bill in principle and if that is the case, they both know what they should do. They certainly ought to because they have both been here since they were 21 and have a combined length of service of 108 years. What they should do is vote against the Second Reading. That is the mechanism by which you defeat a Bill to which you are irreconcilably opposed, not by procedural games on the Floor of the House. I will put another challenge to them and indeed to any other Peer who agrees with them: if you think that by-elections with three electors and seven candidates that are for men only are an important part of our constitution, do not talk among yourselves, as I know you do. Take your case to the public. Have an outreach programme to schools and colleges explaining the benefits of the men-only system. Of course, they will not do this because they know that they cannot defend the system. The public would be as incredulous about it as are the overwhelming majority of Members of this House. By the way, the Lords is not getting too much favourable coverage in the media at the moment. I am sorry to say that noble Lords defending the by-elections today are inevitably making matters worse That brings me, finally and crucially, to the position of the Government. For my two previous Bills, the Government, while not opposing them outright, have said that now is not the right time. In September 2016, the Minister, the noble Baroness, Lady Chisholm, said that it was not the right time because the Government were busy “implementing the result of the EU referendum.”—[Official Report, 9/9/16; col. 1249.] In 2017, the noble Lord, Lord Young of Cookham, who I am very pleased to see will be speaking later, thought that it was not the right time because the Government were waiting to hear the findings of the Burns committee. Both those reasons for delay are behind us So, I appeal to the Minister: we waited patiently for these two objections to be met, and now the way is clear for the Government to give the Bill a green light. I beg you, please do not say that now is not the right time because we are waiting for the report of the constitution, democracy and rights commission. The commission has not even been set up yet and we all know that it will take years, during which time we will have yet more of these wretched by-elections. By the way, I make one confident prediction about this commission, whatever its membership or terms of reference: whenever it comes up with its final report, it will not have a paragraph saying, “As we look to the future development of our democracy, we are unanimous in our belief in the importance of preserving the system of by-elections for hereditary Peers” I have brought this simple Bill back for a third time because I know that I have the overwhelming support of the House. I also know that, if any of the Bill’s opponents were to take the case for continuing with this system to the country, anywhere in the UK, they would be laughed out of court. These by-elections are indefensible, ludicrous, laughable, embarrassing, ridiculous, farcical and absurd. Those few Peers who continue to support them are defending the indefensible. The by-elections are way past their sell-by date. This Bill gets rid of them and I commend it to the House.
ParlaMint-GB_2020-03-13-lords.u3	My Lords, I return the compliments of the noble Lord, Lord Grocott, and welcome so many life Peers to this debate. Many of them were not here in 1998 when we discussed the amendments which introduced the by-elections at that time, which have lasted for so long. The noble Lord, Lord Grocott, suggested that I might have an interest. I assure him that if there is a by-election upon my death, I will have no interest in it whatever I oppose the Bill for three main reasons. The first is the implication of the Bill that the noble Lord, Lord Grocott, did not mention. If this Bill is passed, it creates a wholly appointed House, with no checks or balances on who comes here. It is against the policy of all the main parties, and has been over the course of the past 20 years, to have a wholly appointed House. As a result of that, the second reason that I oppose the Bill is that the House of Lords Appointment Commission, excellent and extremely well run though it might be, is not a creature of statute—quite the opposite. It was created on the whim of a past Prime Minister. It can be removed tomorrow or next week. It has very few powers—in fact I think that it has no powers at all—and can judge applications to the House of Lords only on the basis of propriety The noble Lord simply did not mention what would happen and the way that new people would become Members of the House. I very much hope that he will accept an amendment to create an independent and statutory House of Lords appointments commission that can vet Members of this House properly, if, as he and many of his colleagues would like to see, we are to have a wholly appointed House. Having spent a lifetime on elections, I would have thought that they had had enough of them. Those of us who have been elected here rather like them The third reason is that it does not tackle some of the issues that the noble Lord, Lord Grocott, mentioned. There is nothing on the size of the House and there is nothing on age; there is nothing on so many of the real issues that are alive in the public mind. Just over 20 years ago, we reduced the size of this House by nearly 50%. There is no reason why, by the end of this year, we could not reduce this House down to 600 Members, as at the beginning of this century. It could be done relatively quickly using exactly the same method. This Bill could be a very effective vehicle for providing that I also think that a serious constitutional Bill which amends how people arrive in this House should not be a Private Member’s Bill; it should be a government Bill. I do not know, but I expect it is extremely unlikely that the Government will support the Bill, and therefore it has no prospect of becoming law in this Session. I hope the noble Lord will think again, or accept some of the amendments that are put down.
ParlaMint-GB_2020-03-13-lords.u4	My Lords, we Liberal Democrats have consistently supported this reform, and I endorse every word of the noble Lord, Lord Grocott. I will come back to the noble Lord, Lord Strathclyde, in a minute I want to spend a moment or two thinking about why we are still here, after 21 years, and remind the House of the origin of this problem. Liberal Democrats were not involved in the Labour-Conservative Front Bench stitch-up in 1999. The so-called Weatherill amendment which created these by-elections was a purely temporary measure to make some progress with the then Government’s plans to reduce the size of the Lords by taking out the majority of hereditary Peers At that time, my noble friend Lord Rodgers of Quarry Bank, on our behalf, made absolutely clear that we could go along with the proposal only along the lines of the 1911 declaration that there would be, in due course, further and substantial reform. Since then, I have been involved in all the efforts to secure reform on that basis, first with the Joint Committee which failed to secure agreement between the two Houses, then I convened a cross-party group of MPs with Messrs Clarke, Cook, Wright and Young to publish proposals in 2003, and then, with many others, I fed into the cross-party process led by Jack Straw which published the compromise proposals in the Labour Government’s 2008 White Paper. In turn, that package was largely adopted by the coalition Government for their reform Bill in 2011, which was exhaustively scrutinised by a Joint Committee and emerged improved but not undermined, despite the best efforts of a minority of Peers on both sides of this House The coalition Cabinet, of which the noble Lord, Lord Strathclyde, was a very distinguished and active member on this issue, gave the revised Bill its full support. That Bill received a huge majority for its Second Reading in the Commons in July 2012: 338, made up of a clear majority of Conservative MPs, an overwhelming majority of Labour MPs and unanimous support from the Liberal Democrats That Bill was then the victim of a squalid party game, with the Labour leadership cosying up with the Tory reactionary rebels to deny the Government any programme Motion for its further examination. The noble Lord, Lord Young of Cookham, who then played a crucial role in the Commons, may be able to cast further light on what exactly prevented reform My point is that successive election manifestos from all the major parties have promised to make good that 1999 commitment to fulfil the promise of 1911 to proceed with substantial reform. Had they made good their promises, and stuck to their principles in 2012, there would be no need for the Bill today However, as has already been pointed out, we all know that the immediate prospect of government legislation to return to the agreed 2012 package to drag the House into the 21st century is remote indeed. Further, as has already been said, the artificial distortion of the representation in the House caused by by-elections—when we should be doing everything we can to reduce our overall size, along the lines of the Burns report—adds urgency to this problem So much has already been said; it will be said again today. Substantial majorities here have regularly indicated their desire to make progress. Surely the time has come to pass this Bill and to challenge Members in the other place to live up to their promises too.
ParlaMint-GB_2020-03-13-lords.u5	My Lords, I am speaking in this debate because I am asked from time to time whether the reform in this Bill would help to meet the proposals made by the Lord Speaker’s Committee on the Size of the House. I chair that committee, which continues to meet. We met again this week to review our position on this Bill. As a committee, we agreed that, since the Lord Speaker asked us to come up with non-legislative solutions, it is not within our remit to take an official position on the Bill. However, I can say that we as individuals do not oppose the Bill and some of us, including myself, are in favour of it For me, the decisive issue is that it is unreasonable that some positions in this House should be filled by candidates from such a narrow hereditary group. We accept that some talented people have joined the House through this route, but they could have come through the normal processes of party recommendations and HOLAC appointments. We acknowledge that the effect of the Bill is small and does not address wider questions about the future of this House, but it follows in the footsteps of the 2014 and 2015 Private Members’ Bills that made small but crucial improvements to the House. In my view, this Bill falls into that category Last autumn, the figures for appointments and leavers were not too far away from the committee’s targets in aggregate, even though the balance between the parties strayed somewhat from our suggestion. But now, it appears that any restraint seems to be at risk. The change in Prime Minister produced a resignation list and we understand that, following the early general election, a dissolution list is forthcoming. Taken together, they are in danger of undoing all the progress that was being made on reducing the size of the House Relevant to this Bill, the long-term solution to our problem of size is hindered, as was said, by the continued existence of hereditary by-elections. First, as the noble Lord, Lord Grocott, pointed out, hereditary Peers are not subject to the two-out, one-in formula, which the committee argued should guide the reduction in the size of the House. They are replaced one-for-one. Secondly, over the longer term, by-elections inhibit the rebalancing of the House; as political trends change, the allocation of the hereditary spaces in the House between the parties is set in stone. As we warned in our first report, by-elections use up some of the Conservative and Cross-Bench notional allocation of appointments, which could otherwise go to life Peers. I note that, during the last short Parliament, between 2017 and 2019, there were only three HOLAC appointments to the Cross Benches, yet there were three by-election appointments to the Cross Benches during the same period Amid this renewed concern about the size of the House, I close by emphasising that the most important question for me is not how quickly we reach our target size but how we stop it constantly growing, while also refreshing and rebalancing the membership. The underlying problem is that life membership means that only about 20 to 25 of our Members leave each year. The committee suggested non-renewable terms of 15 years for new Members to provide more scope for appointments. Without changes like this, it will be impossible to refresh and rebalance the membership as political trends change without seeing the size of the House creeping ever closer to the 1,000 Members that we mentioned in our report. Our committee will continue to seek progress in this area and scrutinise the performance of the groups towards the departure targets. Meanwhile, my position, along with that of many others, is that we should welcome this albeit minor Bill and the valuable improvements contained within it.
ParlaMint-GB_2020-03-13-lords.u6	My Lords, I congratulate my noble friend Lord Grocott on his tenacity and humour. I shall try to be brief because this is, in the old joke, déjà vu all over again. I have spoken on the previous attempts to bring about this change and heard the same arguments; they stand up just as they did on previous occasions. On the endearing desire of the noble Lord, Lord Strathclyde, to extend the Bill so that it brings about greater changes, my noble friend has brought a very simple Bill precisely because the more complex this gets, the less likely it is to pass and the more controversy it would create. We understand why the noble Lord and those supporting him would wish to complicate the matter rather than keeping it as simple as possible. The question is very simple: is the present system acceptable or defendable? Clearly, as my noble friend spelled out, it is not I accept entirely that, unlike most of the Conservative Benches, the noble Lord, Lord Tyler, belongs to a party that has always wanted to abolish the House of Lords as it is at the moment and replace it with a senate. We have to accept that he is right that they were not involved in the “stitch-up”—to use his words—in 1999. Instead, they waited until they were truly stitched up in 2010 by joining the coalition. I was proud to vote against the Second Reading of the Clegg Bill in the other place and see the timetable Motion defeated, because that Bill was a nonsense. It was a constitutional outrage and did not stand up to either intellectual or practical scrutiny Today, I support the noble Lord, Lord Burns, on the points he made and reinforce what my noble friend Lord Grocott said about the one-out, one-in policy and the absurdity of the situation. I also want to reinforce one other point. I thank the Lord Speaker for his letter in the Times on Wednesday in relation to the restoration and renewal programme and decant. With both the Burns proposals and the decant, a large number of people would take the opportunity to retire because of the disruption, and it would be the Conservative Benches which would face the greatest problem in retaining the 90 hereditary Peers and the present system of by-elections, because people would leave indiscriminately—it would fall where it fell. Because of the large and disproportionate number of hereditary Peers compared with life Peers on the Conservative Benches, those Benches would be disproportionately inconvenienced at the very least I put it seriously to the Government that they will get themselves in a real mess if they do not accept this Bill and the way in which it very carefully and over time reduces the disparity and disproportionality of those who come here because their grandparents or great-grandparents were responsible for supporting a particular king or queen at a moment in time, or were granted land and privileges. We have only the privilege of being here for life and I am proud of that.
ParlaMint-GB_2020-03-13-lords.u7	My Lords, I start by recognising that there is of course room for more than one perspective and view on this matter, particularly against the background of the work done by the noble Lord, Lord Burns, about which we have just heard.
ParlaMint-GB_2020-03-13-lords.u8	As a great friend of the Companion, would the noble Lord like to declare his interest under section 11(b) of the Members’ Code of Conduct? Irrespective of what the noble Lord, Lord Strathclyde, said about his possible demise, there is a much wider interest.
ParlaMint-GB_2020-03-13-lords.u9	I am not aware of the interest that the noble Lord wishes me to declare, but I have been here a long time. That said, the problem which the Bill addresses relates to the number of Members in the House, which the noble Lord, Lord Burns, has been working on. On a single day back in 1999, 700 hereditary Peers had to leave the House. Since then, their numbers have remained firmly fixed. Meanwhile, the number of life Peers has significantly increased Be that as it may, the essence of the case against this Bill relates to the undertaking given by the noble and learned Lord, Lord Irvine of Lairg, then the Lord Chancellor, who gave a clear undertaking that the position of the 92 hereditary Peers provided for in the 1999 Act would remain untouched until, in his words, House of Lords reform was complete. No time limit was given to that undertaking. In 2012, as we have already heard, the coalition Government introduced in the other place a comprehensive House of Lords reform Bill creating a mostly elected House of Lords, which sadly never emerged. I would not have opposed that Bill in principle, although there were a few questions relating, for example, to the number of Bishops who ought to remain I have referred to the present number of life Peers. I would not in principle oppose legislation as described by my noble friend Lord Strathclyde, to provide for a statutory independent committee to select new life Peers rather than leaving it in the hands of the Prime Minister as at present. I could of course be persuaded that the hereditary Peers should then leave. In the meantime, I believe that the present arrangement should remain in place and I therefore hope that this Bill will not reach the statute book On one detailed point, the Bill as now proposed by the noble Lord, Lord Grocott, does not include provision for the two statutory hereditary Peers, namely the Lord Great Chamberlain and the Earl Marshal, to which he has previously agreed, as I recall. I hope that that can be corrected if the Bill is to proceed I remain opposed to piecemeal reform and therefore to this Bill. I hope that comprehensive reform can come to the House in due course, which I shall not oppose. In the meantime, let us leave the hereditary Peers as they are.
ParlaMint-GB_2020-03-13-lords.u10	Before the timer starts on the noble Earl, Lord Caithness, could we clarify what the Companion says about an interest? My understanding is that, if a child, cousin, niece or nephew of mine were to benefit from a Bill, I would be obliged to declare an interest. I assume, therefore, that anyone whose relative—whether second cousin or third nephew—would benefit from this Bill should declare that as an interest.
ParlaMint-GB_2020-03-13-lords.u11	My Lords, that would depend on whether they were going to put their names forward to stand. I do not have a clue what my successor will do, so I do not declare an interest. I would be dead and well out of it, thank goodness My first happy duty is to wish a happy birthday to the noble Lord, Lord Burns; I regret that he has to spend his birthday debating this Bill yet again. This is not the same Bill that we discussed on Report the last time it was before us. The noble Lord, Lord Grocott—inadvertently, I am sure—has not included the amendment of mine that he accepted. I am sure he will wish to do that at a later stage and we will get back to the Bill that we were properly discussing This is a constitutionally important Bill because it fundamentally changes the nature of our constitution. It makes this House a totally appointed Chamber—appointed at the whim of the Prime Minister. The House of Commons has never voted for that—quite the reverse. It has voted for an elected Chamber. It is only this House that has voted to remain a totally appointed Chamber The noble Lord, Lord Grocott, in his typically funny, witty and amusing speech, was of course his usual inaccurate and incomplete self.
